Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units
CHEMBL108452,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccnc2)cc1,IC50,440,nM
CHEMBL2333736,COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)N2CCC(c3ccccc3)CC2)cc1,IC50,8570,nM
CHEMBL154907,Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,IC50,300,nM
CHEMBL76376,CS(=O)(=O)c1ccc(-c2oc3ccccc3c2-c2ccc(F)cc2)cc1,IC50,20,nM
CHEMBL154,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,IC50,12400,nM
CHEMBL275601,CCc1nc(-c2ccc(F)cc2)c(-c2ccc(S(C)(=O)=O)cc2)s1,IC50,23,nM
CHEMBL2347674,CCS(=O)(=O)c1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)[nH]1,IC50,240,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,350,nM
CHEMBL318678,c1ccc(-c2ccsc2-c2ccccc2)cc1,IC50,300000,nM
CHEMBL147580,CS(=O)(=O)Nc1cc2c(cc1Oc1ccc(F)cc1F)C(=O)CC2,IC50,21,nM
CHEMBL1388,Oc1ccc(OCc2ccccc2)cc1,IC50,3726,nM
CHEMBL19299,CC(C(=O)O)c1ccc(CC2CCCC2=O)cc1,IC50,,
CHEMBL1095699,[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,IC50,,
CHEMBL2,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,IC50,,
CHEMBL897,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,IC50,,
CHEMBL3039597,CNC(C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](C(C)N)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O.CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,IC50,,
CHEMBL365033,Cc1onc(-c2ccccc2)c1-c1ccccc1,IC50,2490,nM
CHEMBL363228,Cc1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,100000,nM
CHEMBL1403281,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,IC50,,
CHEMBL203266,COc1ccc(CN2CCNCC2)c(OC)c1OC,IC50,,
CHEMBL56337,CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,IC50,,
CHEMBL595,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,IC50,,
CHEMBL1489254,CC(=O)OCC(COC(C)=O)OC(C)=O,IC50,,
CHEMBL1917102,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(-c2ccccc2)cc1,IC50,500,nM
CHEMBL461727,N#C[C@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,IC50,,
CHEMBL1909057,,IC50,,
CHEMBL13341,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,IC50,,
CHEMBL1916962,O=C(NS(=O)(=O)c1ccc(F)cc1)c1ccccn1,IC50,6300,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,60,nM
CHEMBL1956384,NS(=O)(=O)c1ccc(-n2nnnc2-c2ccc(F)cc2)cc1,IC50,56000,nM
CHEMBL1956388,CN(C)c1ccc(-c2nnnn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,7000,nM
CHEMBL111045,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(C(F)(F)F)(C(F)(F)F)C2)cc1,IC50,67,nM
CHEMBL277721,CC(C)(C)c1cc(/C=C2\SC(NO)=NC2=O)cc(C(C)(C)C)c1O,IC50,1500,nM
CHEMBL1290320,O=C(O)C1=Cc2cc(Cl)cc(-c3ccccc3)c2OC1C(F)(F)F,IC50,188,nM
CHEMBL71455,CCc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1,IC50,1559.55,nM
CHEMBL762,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,IC50,,
CHEMBL153479,Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1,IC50,,
CHEMBL47244,C=C(C)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,IC50,,
CHEMBL141343,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,IC50,,
CHEMBL245416,N[C@@H](Cn1ccc(=O)c(O)c1)C(=O)O,IC50,,
CHEMBL2023848,COc1cccc(Nc2nc(-c3ccc(Cl)cc3)cs2)c1,IC50,1390,nM
CHEMBL277813,COc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)s2)cc1,IC50,270,nM
CHEMBL1687,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.[Cl-],IC50,,
CHEMBL945,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,IC50,,
CHEMBL3290194,O=C1/C(=C/c2ccc(N3CCCC3)cc2)Cc2ccccc21,IC50,54640,nM
CHEMBL70158,CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2F)cc1,IC50,660.69,nM
CHEMBL148100,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)c(CO)c2)cc1,IC50,365,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,5800,nM
CHEMBL111039,CSc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1,IC50,221,nM
CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,IC50,160,nM
CHEMBL303023,Cc1cccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)c(C)oc2=O)c1,IC50,928.97,nM
CHEMBL155676,CS(=O)(=O)c1ccc(-c2cnnc(O)c2-c2ccccc2)cc1,IC50,33000,nM
CHEMBL2023949,CCc1sc(Nc2ccc(Oc3ccccc3)cc2)nc1C,IC50,5000,nM
CHEMBL274473,Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,IC50,120,nM
CHEMBL324863,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1Cl,IC50,140,nM
CHEMBL297008,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccccc1,IC50,60,nM
CHEMBL319825,COc1ccc2c(c1)c(CC(=O)Oc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,400,nM
CHEMBL29620,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2cccc(F)c2)cc1,IC50,7730,nM
CHEMBL28801,CCc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,860,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,26,nM
CHEMBL4533060,COc1ccc(C(=O)/C=C/C2=Cc3ccccc3OC2)cc1,IC50,460,nM
CHEMBL297527,CS(=O)(=O)Nc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(N)cc2)cc1,IC50,2640,nM
CHEMBL93,CC(c1cc2ccccc2s1)N(O)C(N)=O,IC50,10000,nM
CHEMBL504541,Cc1ccc(-c2ssc(=O)c2-c2ccc(Cl)cc2)cc1,IC50,50000,nM
CHEMBL158421,CCCCCCCCCCCCCCCc1cccc(OCC)c1CSc1nc2ccccc2[nH]1,IC50,1470,nM
CHEMBL177606,CN1C(O)=C(C(=O)Nc2ccc(F)cc2F)c2cc(Cl)ccc2S1(=O)=O,IC50,300,nM
CHEMBL3265348,Clc1ccc(-c2nnc(-c3cn(-c4ccccc4)nc3-c3ccc(Cl)cc3)o2)cc1,IC50,8700,nM
CHEMBL3265345,Clc1ccc(-c2nnc(-c3cn(-c4ccccc4)nc3-c3ccccc3)o2)cc1,IC50,38000,nM
CHEMBL123700,Cc1ccn2nc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)c2n1,IC50,504,nM
CHEMBL469220,Cc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,IC50,14000,nM
CHEMBL120608,Cc1ccnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn12,IC50,12,nM
CHEMBL348104,Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3cccc(F)c3)n2n1,IC50,14000,nM
CHEMBL278336,CS(=O)(=O)c1ccc(C2=C(C#Cc3ccccc3)C(=O)CC2)cc1,IC50,6,nM
CHEMBL278336,CS(=O)(=O)c1ccc(C2=C(C#Cc3ccccc3)C(=O)CC2)cc1,IC50,640,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,26,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,500,nM
CHEMBL610493,O=C(O)Cc1cccc(-c2ccn(C(F)F)c(=O)c2)c1,IC50,11100,nM
CHEMBL260566,Nc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1,IC50,100000,nM
CHEMBL460184,CCCCC(Sc1nc(OCCc2ccccc2)cc(OCCc2ccccc2)n1)C(=O)OCC,IC50,10,nM
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,1100,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,320,nM
CHEMBL3099218,CC(C)(C)c1cc(/C=N/NC(=O)c2cccnc2)c(O)c(C(C)(C)C)c1,IC50,8800,nM
CHEMBL3884118,COc1ccc2c(c1)c(CC(=O)NCCCCCC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,,
CHEMBL3309824,O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1ccc2c(c1)OCO2,IC50,5650,nM
CHEMBL3099220,CC(C)(C)c1cc(/C=N/NC(=O)c2ccncc2)c(O)c(C(C)(C)C)c1,IC50,7110,nM
CHEMBL16171,COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,IC50,46000,nM
CHEMBL1775108,CS(=O)(=O)N(c1ccccc1Oc1ccc(OCCN2CCCC2)cc1)S(C)(=O)=O,IC50,100000,nM
CHEMBL1775108,CS(=O)(=O)N(c1ccccc1Oc1ccc(OCCN2CCCC2)cc1)S(C)(=O)=O,IC50,100000,nM
CHEMBL940,NCC1(CC(=O)O)CCCCC1,IC50,,
CHEMBL190,Cn1c(=O)c2nc[nH]c2n(C)c1=O,IC50,,
CHEMBL3920270,COc1ccc(-c2ncn(CC(=O)N3CCCCC3)c2-c2ccc(OC)cc2)cc1,IC50,14120,nM
CHEMBL3935079,COc1ccc(-c2nc(NCC(=O)N3CCN(C)CC3)sc2-c2ccc(OC)cc2)cc1,IC50,7950,nM
CHEMBL3400661,CCC(C)C(=O)O[C@@]12[C@H](O)[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@H]4C(=O)C(C)=C[C@H]43)[C@@H]1C2(C)C,IC50,50000,nM
CHEMBL1261,O=C(O)CC(O)(CC(=O)O)C(=O)O,IC50,,
CHEMBL1255837,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O,IC50,,
CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,IC50,,
CHEMBL119443,C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,IC50,,
CHEMBL66435,CS(=O)(=O)c1ccc(-c2cc(CO[N+](=O)[O-])nn2C2CCCCC2)cc1,IC50,400,nM
CHEMBL174990,CN1C(=O)/C(=C(/O)Nc2ccc(Cl)cc2)c2ccccc2C1=O,IC50,46,nM
CHEMBL509,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,IC50,700,nM
CHEMBL456147,CCCCCCCCC(Sc1nc(Cl)cc(Nc2cccc(C)c2C)n1)C(=O)O,IC50,10,nM
CHEMBL306946,O=C1c2ccccc2-n2c1nc1ccccc1c2=O,IC50,64,nM
CHEMBL465371,CC(C)=CCc1c([C@@H]2CCc3ccc(O)cc3O2)cc2c(c1O)OC(C)(C)C=C2,IC50,100000,nM
CHEMBL3290441,COc1cc(/C=C/c2cc(/C=C/c3cc(CC=C(C)C)c(O)c(OC)c3)[nH]n2)cc(CC=C(C)C)c1O,IC50,13,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,1200,nM
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,IC50,32000,nM
CHEMBL230006,CC1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C,IC50,40000,nM
CHEMBL464466,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@]43C)[C@@H]2C1,IC50,40000,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,40,nM
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,IC50,12360,nM
CHEMBL4447565,C#CCOc1ccc(/C=C2\SC(=S)NC2=O)cc1,IC50,120,nM
CHEMBL4436095,O=C1NC(=S)S/C1=C\c1ccc(OCc2cn(CC(=O)c3ccc(Cl)cc3)nn2)cc1,IC50,150,nM
CHEMBL4535128,O=C1NC(=O)/C(=C/c2ccc(OCc3cn(-c4ccc(C(=O)O)cc4)nn3)cc2)S1,IC50,450,nM
CHEMBL4472170,COc1ccc(-n2cc(COc3ccc(/C=C4\SC(=O)NC4=O)cc3)nn2)cc1,IC50,140,nM
CHEMBL2311577,CC(C)Cc1ccc(C(C)C(=O)OCCNS(=O)(=O)c2cccc3c(N(C)C)cccc23)cc1,IC50,9200,nM
CHEMBL2283174,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(Cl)cc2)cc1,IC50,114,nM
CHEMBL2283173,CS(=O)(=O)c1ccc(/C=C(\c2ccccc2)c2ccc(F)c(F)c2)cc1,IC50,970,nM
CHEMBL405127,CS(=O)(=O)c1ccc(/C=C(/C(=O)O)c2ccccc2)cc1,IC50,3000,nM
CHEMBL4528376,Cc1c2c(c(C)n1-c1ccccc1)C(=O)N(CN1CCN(c3ccccc3)CC1)C2=O,IC50,42500,nM
CHEMBL4546047,CCCCn1c(C)c2c(c1C)C(=O)N(CN1CCN(c3ccccc3OCC)CC1)C2=O,IC50,53900,nM
CHEMBL3596281,COc1ccc(N2CCN(CC3=NOC(C)(C)CC3c3ccccc3)CC2)cc1,IC50,2600,nM
CHEMBL25371,COc1ccc2c(c1)c(CC(=O)NC[C@H](C)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,320,nM
CHEMBL281694,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc3c(c2)OCO3)cc1,IC50,24,nM
CHEMBL1682200,O=C(O)c1cccc(Nc2ccc([N+](=O)[O-])cc2)c1,IC50,740,nM
CHEMBL367864,Cc1csc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)n1,IC50,830,nM
CHEMBL158509,Cc1nc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)s2)o1,IC50,1200,nM
CHEMBL289561,COc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)ccc1Cl,IC50,20,nM
CHEMBL2398536,NS(=O)(=O)c1ccc(Cn2cc(-c3ccc(Cl)cc3)nn2)cc1,IC50,28000,nM
CHEMBL88550,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1F,IC50,10,nM
CHEMBL29533,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2Cl)cc1,IC50,56,nM
CHEMBL16891,CC(C)(C)c1cc(-c2nnc(NN)s2)cc(C(C)(C)C)c1O,IC50,1300,nM
CHEMBL110514,CC1(C)OC(=O)C(Oc2cccnc2)=C1c1ccc(S(C)(=O)=O)cc1,IC50,520,nM
CHEMBL421381,CS(=O)(=O)c1ccc(C2=C(c3ccccc3O)C(=O)OC2)cc1,IC50,1832,nM
CHEMBL47447,CC(=O)Nc1ccc(-c2cc(C)nn2-c2ccc(Br)cc2)cc1,IC50,550,nM
CHEMBL183653,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccn1,IC50,5200,nM
CHEMBL138191,C[S+]([O-])c1ccc(C(Nc2cccnc2)C(=O)c2ccc(F)cc2)cc1,IC50,500,nM
CHEMBL126303,Cc1cc(=O)c(Oc2ccccc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,170,nM
CHEMBL44468,COc1cccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,IC50,350,nM
CHEMBL29717,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Cl)c(Cl)c2)cc1,IC50,15,nM
CHEMBL319306,CS(=O)(=O)c1ccc(-c2cscc2-c2ccc(F)cc2)cc1,IC50,80,nM
CHEMBL129640,Cc1cc(=O)c(Oc2ccc(F)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,180.01,nM
CHEMBL414005,COc1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,IC50,272.3,nM
CHEMBL410232,CC(C)c1ccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)cc1,IC50,10000,nM
CHEMBL272587,Cc1cccc(CNc2cc(C(F)(F)F)nc(-c3ccc(S(C)(=O)=O)cc3)n2)c1,IC50,1930,nM
CHEMBL403720,CN(Cc1ccccc1)c1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,454.5,nM
CHEMBL362290,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,IC50,20,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,1200,nM
CHEMBL71423,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)occ(Cl)c2=O)cc1,IC50,1760759.34,nM
CHEMBL69030,CS(=O)(=O)c1ccc(-c2occ(Cl)c(=O)c2-c2cccnc2)cc1,IC50,7048553.49,nM
CHEMBL331278,CS(=O)(=O)c1ccc(-c2cnc(C(=O)c3ccccc3)n2-c2ccc(F)cc2)cc1,IC50,30,nM
CHEMBL29472,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)s2)cc1,IC50,12.02,nM
CHEMBL122357,Cc1cnc2c(-c3ccc(F)cc3)c(-c3ccc(S(C)(=O)=O)cc3)nn2c1,IC50,267,nM
CHEMBL118064,NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2)cc1,IC50,9,nM
CHEMBL43090,CS(=O)(=O)c1ccc(-n2cc(CC#N)nc2-c2ccc(Cl)cc2)cc1,IC50,1548.82,nM
CHEMBL287447,NS(=O)(=O)c1ccc(-n2nc(CO)c(Cl)c2-c2ccc(Cl)cc2)cc1,IC50,338.84,nM
CHEMBL92102,Cc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1,IC50,1.514,nM
CHEMBL110660,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)no1,IC50,407.38,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,730,nM
CHEMBL419407,NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(Cl)cc(Cl)c2)cc1,IC50,2,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,70,nM
CHEMBL110446,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cnc3ccccc3c2)cc1,IC50,630.96,nM
CHEMBL418574,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2F)cc1,IC50,57.54,nM
CHEMBL67581,COc1ccc(-n2nc(C(=O)CCCO[N+](=O)[O-])cc2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,2500,nM
CHEMBL73572,COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12,IC50,250,nM
CHEMBL110392,Cc1cccc(OC2=C(c3ccc(S(C)(=O)=O)cc3)C(C)(C)OC2=O)c1,IC50,20,nM
CHEMBL67721,CS(=O)(=O)c1ccc(-c2nn(CC(=O)Nc3ccccc3)c(C(F)(F)F)c2-c2ccc(F)cc2)cc1,IC50,480,nM
CHEMBL433428,NS(=O)(=O)c1ccc(-n2nc(C(F)F)cc2-c2ccc(Cl)cc2)cc1,IC50,10,nM
CHEMBL506,COc1cc(NC(C)CCCN)c2ncccc2c1,IC50,,
CHEMBL280093,Cc1nc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Br)cc2)s1,IC50,24,nM
CHEMBL29133,Cc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,IC50,22,nM
CHEMBL278392,CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)c(Cl)c(Cl)c3)C(=O)CC2)cc1,IC50,6,nM
CHEMBL1630236,O=C(O)C1=Cc2c(ccc(Cl)c2Sc2ccccc2)OC1C(F)(F)F,IC50,340,nM
CHEMBL1232083,CC(C)COc1c(Cl)cc2c(c1Cl)O[C@@H](C(F)(F)F)C(C(=O)O)=C2,IC50,28,nM
CHEMBL360343,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(Cl)cc1Cl,IC50,110,nM
CHEMBL290031,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)cc2)o1,IC50,70,nM
CHEMBL321016,Cc1cccnc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,IC50,1584.89,nM
CHEMBL274893,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1,IC50,300,nM
CHEMBL279753,CC(=O)Nc1nc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)ns1,IC50,20000,nM
CHEMBL286490,CS(=O)(=O)c1ccc(C2=C(c3cncc(Cl)c3)C(=O)CC2)cc1,IC50,87,nM
CHEMBL347705,CCCCCCCCCCCCCCCc1cccc(O)c1CSc1nc2cc(OC)ccc2[nH]1,IC50,1000,nM
CHEMBL80047,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)c3ccccc3C2)cc1,IC50,11,nM
CHEMBL95469,COc1ccc2c(c1)c(CC(=O)Nc1ccc(NC(C)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,120,nM
CHEMBL418448,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C,IC50,12.88,nM
CHEMBL186817,COc1cc(OC)c(-c2noc(C)c2-c2ccc(S(N)(=O)=O)cc2)c(OC)c1Cl,IC50,100000,nM
CHEMBL16797,CS(=O)(=O)c1ccc(-c2sc(CCCc3ccccc3)nc2-c2ccc(F)cc2)cc1,IC50,520,nM
CHEMBL369492,CN1C(O)=C(C(=O)Nc2ccc(Cl)cc2)c2cc(Cl)ccc2S1(=O)=O,IC50,64,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,200,nM
CHEMBL291129,CCN(CC)C(=O)c1cn(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(Cl)cc2)n1,IC50,100000,nM
CHEMBL15945,CC(C)(C)c1cc(/C=C2\NC(=S)NC2=O)cc(C(C)(C)C)c1O,IC50,260,nM
CHEMBL48568,CC(C)(C)c1cc(/C=C2\OC(=O)NC2=O)cc(C(C)(C)C)c1O,IC50,34000,nM
CHEMBL296515,CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,5700,nM
CHEMBL516,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,IC50,,
CHEMBL339221,CS(=O)(=O)c1ccc(-c2[nH]c(Cl)c(Br)c2-c2ccc(F)cc2)cc1,IC50,88000,nM
CHEMBL403,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,IC50,,
CHEMBL1191,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,IC50,,
CHEMBL15770,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,IC50,,
CHEMBL16996,COc1ccc(-c2nc(NCc3ccccc3)sc2-c2ccc(S(N)(=O)=O)cc2)cc1F,IC50,59,nM
CHEMBL115769,COc1cc(N)[nH]c2nc(-c3ccc(F)cc3)c(-c3ccncc3)c1-2,IC50,,
CHEMBL21,Nc1ccc(S(N)(=O)=O)cc1,IC50,,
CHEMBL43882,ClCC(Cl)Cl,IC50,,
CHEMBL44244,Cc1c(S(=O)(=O)C(F)(F)F)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,IC50,60,nM
CHEMBL1909083,,IC50,,
CHEMBL44464,COC(=O)c1ccc(-n2c(C)ccc2-c2ccc(F)cc2)cc1,IC50,,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,29600,nM
CHEMBL866,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,IC50,,
CHEMBL42085,Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(C(F)(F)F)cc1,IC50,80,nM
CHEMBL742,CNC1(c2ccccc2Cl)CCCCC1=O,IC50,,
CHEMBL1956382,Cc1ccc(-c2nnnn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,100000,nM
