Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units
CHEMBL313313,COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Br,IC50,1.995,nM
CHEMBL157616,Clc1ccc(-c2nn(-c3ccccc3)c3c2CCC3)cc1,IC50,2590,nM
CHEMBL177,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,IC50,,
CHEMBL1062,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,IC50,,
CHEMBL193482,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,IC50,,
CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,IC50,,
CHEMBL319148,COc1ccc2c(c1)c(CC(=O)Nc1cccnc1Cl)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,50,nM
CHEMBL3885174,COC(=O)Cc1c(C)n(Cc2ccc(-c3cn(CCCCCCC(=O)NO)nn3)cc2)c2ccc(OC)cc12,IC50,,
CHEMBL3885011,COC(=O)Cc1c(C)n(Cc2ccc(-c3cn(CCCCCCCC(=O)NO)nn3)cc2)c2ccc(OC)cc12,IC50,4580,nM
CHEMBL95640,COc1ccc2c(c1)c(CC(=O)OCCc1ccccc1)cn2C(=O)c1ccc(Cl)cc1,IC50,66000,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,2630,nM
CHEMBL1631309,NC(=O)[C@@H]1CSC(c2cn(-c3ccccc3)nc2-c2ccccc2)N1,IC50,470,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,2,nM
CHEMBL285828,COc1ccc2c(c1)c(CC(=O)N[C@@H](CO)C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,110,nM
CHEMBL285831,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(C(F)(F)F)cc2)cc1,IC50,8230,nM
CHEMBL983,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],IC50,,
CHEMBL70478,COc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)coc2=O)cc1,IC50,210,nM
CHEMBL741,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,IC50,,
CHEMBL393292,C[C@H]1O[C@H](O[C@@H]2[C@@H](O)[C@H](OCCc3ccc(O)c(O)c3)O[C@H](CO[C@H]3OCC(O)(CO)[C@@H]3O)[C@H]2OC(=O)/C=C/c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O,IC50,490000,nM
CHEMBL348436,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC,IC50,6,%
CHEMBL270060,C=C1C(=O)O[C@@H]2[C@H]1CC[C@H](C)[C@]1(CCC(=O)O1)[C@@]2(C)O,IC50,4600,nM
CHEMBL319244,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccccc1,IC50,82000,nM
CHEMBL976,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,IC50,,
CHEMBL1288469,O=Cc1ccc2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,IC50,730,nM
CHEMBL499041,NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Br)cc2)cc1,IC50,8.36,nM
CHEMBL499348,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(F)cc3c2-c2ccccc2)cc1,IC50,2,nM
CHEMBL328837,CS(=O)(=O)c1ccc(-c2csc(Br)c2-c2ccc(F)cc2)cc1,IC50,80,nM
CHEMBL92154,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,IC50,7.5,nM
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,IC50,81,nM
CHEMBL1766292,CS(=O)(=O)c1ccc(-n2nc(CNC(=O)Nc3ccc(OC(F)(F)F)cc3)cc2-c2ccccc2)cc1,IC50,7000,nM
CHEMBL4165753,O=C1COCCN1c1ccc(Nc2nc(Cl)nc(Nc3ccccc3)n2)cc1,IC50,100,nM
CHEMBL45090,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc(Cl)cc(Cl)c2)cc1,IC50,170,nM
CHEMBL43265,CS(=O)(=O)c1ccc(-n2cc(CF)nc2-c2ccc(Cl)cc2)cc1,IC50,410,nM
CHEMBL52454,CS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1,IC50,360,nM
CHEMBL109047,Cc1ccccc1OC1=C(c2ccc(S(C)(=O)=O)cc2)C(C)(C)OC1=O,IC50,20,nM
CHEMBL225463,CS(=O)(=O)c1ccc(-n2nc(COc3ccc4c(c3)OCO4)cc2-c2ccccc2)cc1,IC50,450,nM
CHEMBL54605,COc1ccc(-c2ccccc2-c2ccc(S(C)(=O)=O)cc2)cc1F,IC50,100000,nM
CHEMBL52402,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(Cl)cc2)cc1,IC50,6,nM
CHEMBL1200656,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,IC50,,
CHEMBL311350,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,IC50,,
CHEMBL954,CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,IC50,,
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,15,nM
CHEMBL436494,CCOc1cccc(OCc2cc(-c3ccccc3)n(-c3ccc(S(C)(=O)=O)cc3)n2)c1,IC50,900,nM
CHEMBL346288,CS(=O)(=O)c1ccc(-c2sc3nncn3c2-c2ccccc2)cc1,IC50,450,nM
CHEMBL54370,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,4,nM
CHEMBL418574,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2F)cc1,IC50,58,nM
CHEMBL29842,COc1c(C(F)(F)F)nn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccccc1,IC50,80,nM
CHEMBL25,CC(=O)Oc1ccccc1C(=O)O,IC50,2400,nM
CHEMBL72294,Cc1ccc(-n2c(-c3ccc(S(N)(=O)=O)cc3)c(C)oc2=O)cc1,IC50,1698.24,nM
CHEMBL45139,COc1ccccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(C)(=O)=O)cc1,IC50,100000,nM
CHEMBL326335,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc3c(c2)OCO3)cc1,IC50,6,nM
CHEMBL111314,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CCC2)cc1F,IC50,120.23,nM
CHEMBL110418,CS(=O)(=O)c1ccc(-c2cc3c(cc2-c2ccc(F)cc2)COC3)cc1,IC50,83.18,nM
CHEMBL416126,CS(=O)(=O)c1ccc(-c2cc(F)c(F)cc2-c2ccc3c(c2)OCO3)cc1,IC50,12.02,nM
CHEMBL117862,COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,IC50,156,nM
CHEMBL295032,Cc1cc(Cl)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,IC50,79.43,nM
CHEMBL29204,COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(OC)cc2)cc1,IC50,758.58,nM
CHEMBL426856,C[S@@+]([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,4220,nM
CHEMBL519521,O=C(O)c1ccccc1/N=C/c1coc2ccccc2c1=O,IC50,65720,nM
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,IC50,3500,nM
CHEMBL357044,COc1ccccc1-c1cc(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)c(CO)c1,IC50,28600,nM
CHEMBL1221729,CCCC/C(=C(\c1ccccc1)c1ccc(OCCF)cc1)c1ccc(S(C)(=O)=O)cc1,IC50,22300,nM
CHEMBL3410341,Cc1ccc(C2C3CCc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)cc1,IC50,2160,nM
CHEMBL3410343,COc1cccc(C2C3CCc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)c1,IC50,1120,nM
CHEMBL144884,Cc1ccc(Sc2cc3c(cc2NS(C)(=O)=O)CCC3=O)cc1,IC50,50,nM
CHEMBL303870,COC(=O)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,IC50,70,nM
CHEMBL405623,CS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CCC2)cc1,IC50,21,nM
CHEMBL407951,CS(=O)(=O)c1ccc(-c2nc(NCc3csc4ccccc34)cc(C(F)(F)F)n2)cc1,IC50,10000,nM
CHEMBL271551,CS(=O)(=O)c1ccc(-c2nc(NCc3ccco3)cc(C(F)(F)F)n2)cc1,IC50,200.7,nM
CHEMBL271572,Cn1cccc1CCNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,3980,nM
CHEMBL374646,CC(C(=O)O)c1ccc2c3cc(Cl)ccc3n(S(=O)(=O)c3ccc(Cl)cc3)c2c1,IC50,100000,nM
CHEMBL216986,COc1cccc(Cn2c3ccc(Cl)cc3c3ccc(C(C)C(=O)O)cc32)c1,IC50,100000,nM
CHEMBL13661,CCCCC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,40,nM
CHEMBL270078,CS(=O)(=O)c1ccc(-c2nc(Cl)cc(NCc3cccs3)n2)cc1,IC50,1.2,nM
CHEMBL259218,Cc1ccc(Nc2c(Cl)cccc2Cl)c(CC(=O)O)c1,IC50,47,nM
CHEMBL44290,CC(=O)c1cc(-c2ccc(S(C)(=O)=O)cc2)n(-c2ccc(F)cc2)c1C,IC50,1610,nM
CHEMBL499069,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)[nH]c3ccccc23)cc1,IC50,0.02,nM
CHEMBL501208,CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(F)cc2)cc1,IC50,0.02,nM
CHEMBL500943,CC(=O)NS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccccc2)cc1,IC50,0.18,nM
CHEMBL502554,CS(=O)(=O)c1ccc(-c2[nH]c3ccccc3c2-c2ccc(Br)cc2)cc1,IC50,0.37,nM
CHEMBL525021,Cc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)[nH]c3ccccc23)cc1C,IC50,0.1698,nM
CHEMBL499349,NS(=O)(=O)c1ccc(-c2[nH]c3ccc(Cl)cc3c2-c2ccccc2)cc1,IC50,0.14,nM
CHEMBL29403,Cc1cc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc2c1OCO2,IC50,52,nM
CHEMBL282752,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(O)c2-c2ccccc2)cc1,IC50,3580,nM
CHEMBL3397720,CCCC/C(=C\c1cc(OCc2csc(-c3ccc(C(F)(F)F)cc3)n2)ccc1OCc1ccc(C(F)(F)F)cc1)C(=O)O,IC50,10000,nM
CHEMBL29920,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccccc2)cc1,IC50,32,nM
CHEMBL150099,COC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,IC50,4000,nM
CHEMBL346743,CS(=O)(=O)c1ccc(-c2cnn(CC(F)(F)F)c(=O)c2-c2ccccc2)cc1,IC50,11000,nM
CHEMBL347147,CS(=O)(=O)c1ccc(-c2cnn(C3CC3)c(=O)c2-c2ccc(F)cc2)cc1,IC50,33000,nM
CHEMBL77350,COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)oc3ccccc23)cc1Cl,IC50,100,nM
CHEMBL145783,CS(=O)(=O)Nc1cc2c(cc1Sc1ccc(C(=O)O)cc1)C(=O)CC2,IC50,10000,nM
CHEMBL3741424,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)c4ccccc4OC(C)=O)c(OCCOC)cc23)c1,IC50,10000,nM
CHEMBL3740850,C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC)cc23)c1,IC50,23000,nM
CHEMBL55189,CS(=O)(=O)c1ccc(-c2nccnc2-c2ccc(F)cc2)cc1,IC50,100000,nM
CHEMBL144441,CS(=O)(=O)Nc1cc2c(cc1OC1CCCC1)C(=O)CC2,IC50,1000,nM
CHEMBL476870,Cc1ccc(N2C(=O)CS/C2=N\N=C/c2cn(-c3ccc(S(=O)(=O)/N=C/N(C)C)cc3)nc2-c2ccccc2)cc1,IC50,1160,nM
CHEMBL321881,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)nc1,IC50,1288.25,nM
CHEMBL29840,N#Cc1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,IC50,10,nM
CHEMBL280636,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(Cl)c2-c2ccc(Cl)cc2)cc1,IC50,5.3,nM
CHEMBL313387,NS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(Cl)c3)CC3(CC3)C2)cc1,IC50,1,nM
CHEMBL52019,COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,IC50,19,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,36,nM
CHEMBL89263,CS(=O)(=O)c1ccc(C2=C(c3ccc(OC(F)(F)F)cc3)CC3(CC3)C2)cc1,IC50,135,nM
CHEMBL281910,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Br)cc1,IC50,20000,nM
CHEMBL145626,CC(=O)Oc1ccccc1SCCCOc1ccccc1,IC50,1000000,nM
CHEMBL44313,Cc1c(C(=O)c2ccccc2)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,IC50,1023.29,nM
CHEMBL88549,CS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CC3(CC3)C2)cc1,IC50,2.512,nM
CHEMBL442166,COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1F,IC50,33.11,nM
CHEMBL185547,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,3.02,nM
CHEMBL184327,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1OC,IC50,64.57,nM
CHEMBL170591,CS(=O)(=O)c1ccc(-c2ncoc2-c2ccc(F)cc2)cc1,IC50,30000,nM
CHEMBL261520,Nc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1,IC50,100000,nM
CHEMBL297108,Cc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,40,nM
CHEMBL129640,Cc1cc(=O)c(Oc2ccc(F)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,180,nM
CHEMBL42277,CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1Cl,IC50,40,nM
CHEMBL126392,Cc1cc(=O)c(-c2ccccc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,1530,nM
CHEMBL95921,COc1ccc2c(c1)c(CC(N)=O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,700,nM
CHEMBL330381,COc1ccc2c(c1)c(CC(=O)Nc1cccc(SC)c1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,220,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,1200,nM
CHEMBL129215,CCC1(CC)CC(c2ccc(F)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,IC50,65000,nM
CHEMBL29766,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(F)c2-c2ccccc2)cc1,IC50,1.7,nM
CHEMBL327751,COc1ccc2c(c1)c(CC(=O)Nc1ccc(C(N)=O)cc1)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,140,nM
CHEMBL52,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,IC50,,
CHEMBL514418,COc1ccc(-c2cnnn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,170,nM
CHEMBL86363,COc1ccc(C2=C(c3ccc(S(C)(=O)=O)cc3)CC3(CC3)C2)cc1Br,IC50,1.288,nM
CHEMBL43957,CS(=O)(=O)c1ccc(-n2cccc2-c2ccc(F)cc2)cc1,IC50,512.86,nM
CHEMBL403099,Cc1ccsc1CNc1cc(C(F)(F)F)nc(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,1894698.01,nM
CHEMBL403827,CS(=O)(=O)c1ccc(-c2nc(NCc3ccc(N)cc3)cc(C(F)(F)F)n2)cc1,IC50,4732711.16,nM
CHEMBL271338,CS(=O)(=O)c1ccc(-c2nc(NCc3cccs3)cc(C(F)(F)F)n2)cc1,IC50,476200667.69,nM
CHEMBL47540,C[C@]1(O)CCC[C@H]1Oc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1,IC50,1400,nM
CHEMBL296370,C[C@H](CO)Sc1ncc(C(F)(F)F)cc1-c1ccc(S(C)(=O)=O)cc1,IC50,200,nM
CHEMBL300601,Cc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(C)(=O)=O)cc2)cc1C,IC50,22.91,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,120,nM
CHEMBL46636,CS(=O)(=O)c1ccc(-n2cc(C(F)F)nc2-c2ccc(Cl)cc2)cc1,IC50,616.6,nM
CHEMBL42119,COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1F,IC50,170,nM
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,48,nM
CHEMBL110145,Cc1ncccc1-c1nc(C(F)(F)F)cn1-c1ccc(S(N)(=O)=O)cc1,IC50,2818.38,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,42,nM
CHEMBL257295,CS(=O)(=O)c1ccc(-c2nc(NC3CCCCC3)cc(C(F)(F)F)n2)cc1,IC50,4192953.06,nM
CHEMBL271763,CS(=O)(=O)c1ccc(-c2nc(NCc3ccncc3)cc(C(F)(F)F)n2)cc1,IC50,298.5,nM
CHEMBL271337,NS(=O)(=O)c1ccc(-c2nc(NCc3cccs3)cc(C(F)(F)F)n2)cc1,IC50,157.6,nM
CHEMBL283038,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)c(C)c1,IC50,120.23,nM
CHEMBL119852,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(F)c2)cc1,IC50,65,nM
CHEMBL332725,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,IC50,25,nM
CHEMBL165946,CCCCc1cc(-c2ccccc2)n(-c2ccc(S(C)(=O)=O)cc2)n1,IC50,10000,nM
CHEMBL7162,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1OC1CCCCC1,IC50,10,nM
CHEMBL158236,Cc1ccccc1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccccc2)c1=O,IC50,33000,nM
CHEMBL355263,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(F)cc2)cc1,IC50,1200,nM
CHEMBL270078,CS(=O)(=O)c1ccc(-c2nc(Cl)cc(NCc3cccs3)n2)cc1,IC50,12.7,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,40,nM
CHEMBL3410348,NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccccc2Br)cc1,IC50,12680,nM
CHEMBL1766291,CS(=O)(=O)c1ccc(-n2nc(CNC(=O)Nc3ccccc3)cc2-c2ccccc2)cc1,IC50,10000,nM
CHEMBL69261,Cc1ccccc1-n1c(-c2ccc(S(N)(=O)=O)cc2)coc1=O,IC50,9705.1,nM
CHEMBL2380879,O=C(O)c1c(-c2ccccc2)noc1-c1ccccc1,IC50,100000,nM
CHEMBL2380878,O=C(O)c1c(-c2ccc(Cl)o2)noc1-c1ccccc1,IC50,100000,nM
CHEMBL473518,COc1ccc(/C=C/c2cc(O)cc(O)c2)cc1OC,IC50,21300,nM
CHEMBL258738,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1C(F)(F)F,IC50,166,nM
CHEMBL42884,Cc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)c1,IC50,109.65,nM
CHEMBL280636,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c(Cl)c2-c2ccc(Cl)cc2)cc1,IC50,5.248,nM
CHEMBL115752,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2F)cc1,IC50,7,nM
CHEMBL117947,CCOc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,IC50,20,nM
CHEMBL298313,COc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,IC50,19.95,nM
CHEMBL290945,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)ccc1Cl,IC50,89.13,nM
CHEMBL399878,CS(=O)(=O)c1ccc(C2SCC(=O)N2c2ccccc2)cc1,IC50,200,nM
CHEMBL602676,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2C2CCN(CCCCO[N+](=O)[O-])CC2)cc1,IC50,16800,nM
CHEMBL423004,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(C(F)(F)F)c3)CCC2)cc1,IC50,100000,nM
CHEMBL148157,CS(=O)(=O)Nc1cc2c(cc1Sc1cscn1)C(=O)CC2,IC50,10000,nM
CHEMBL43210,CS(=O)(=O)c1ccc(-c2cccn2-c2ccc(F)cc2)cc1,IC50,10200,nM
CHEMBL151658,CC(O)CN1c2ccccc2Sc2ccccc21,IC50,5000,nM
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,60,nM
CHEMBL110660,Cc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)no1,IC50,410,nM
CHEMBL92154,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,IC50,1.1,nM
CHEMBL346258,COc1ccc(C(=O)NNc2ccccc2)cc1,IC50,10000,nM
CHEMBL296984,NS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccccc2)cc1,IC50,39.81,nM
CHEMBL95021,NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccccc2OC3)cc1,IC50,1330,nM
CHEMBL94274,COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)[S+]([O-])C2,IC50,1500,nM
CHEMBL1902481,CC(=O)c1sc(Nc2ccc(Oc3ccccc3)cc2)nc1C,IC50,5000,nM
CHEMBL1896872,O=C(c1ccccc1)c1sc(Nc2ccc3c(c2)OCO3)nc1-c1ccccc1,IC50,,
CHEMBL139,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,IC50,70,nM
CHEMBL171646,CS(=O)(=O)c1ccc(-c2sncc2-c2ccc(F)cc2)cc1,IC50,9000,nM
CHEMBL489701,CS(=O)(=O)c1ccc(-c2ssc(=S)c2-c2ccccc2)cc1,IC50,50000,nM
CHEMBL350549,Cc1nc(-c2ccccc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,90,nM
CHEMBL4529375,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCSCC3)cc2-c2cccc(F)c2)cc1,IC50,190,nM
CHEMBL4467569,NS(=O)(=O)c1ccc(-n2nc(C(=O)N3CCOCC3)cc2-c2ccc(Br)cc2)cc1,IC50,310,nM
CHEMBL4516009,COc1ccc(-c2cc(C(=O)N3CCSCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,1210,nM
CHEMBL4476757,NS(=O)(=O)c1ccc(-n2nc(C(=O)OCCN3CCOCC3)cc2-c2ccc(C(F)(F)F)cc2)cc1,IC50,190,nM
CHEMBL4532838,CCOc1ccc(-c2cc(C(=O)NCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,850,nM
CHEMBL4455944,CCOc1ccc(-c2cc(C(=O)NCCCN3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,910,nM
CHEMBL44101,Cc1c(CO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,IC50,3890.45,nM
CHEMBL44924,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cccc(N)c2)cc1,IC50,5888.44,nM
CHEMBL109578,CS(=O)(=O)c1ccc(C2=C(c3ccc(CO)cc3)CCC2)cc1,IC50,3235.94,nM
CHEMBL324580,CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cc(F)cc(F)c2)cc1,IC50,75,nM
CHEMBL111787,NS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)CCC2)cc1,IC50,18.2,nM
CHEMBL144232,CC#CCSc1ccccc1OC(C)=O,IC50,20000,nM
CHEMBL161677,Cc1nc(C2CCCCC2)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,70,nM
CHEMBL282185,COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1C(=O)c1ccc(Cl)cc1,IC50,730,nM
CHEMBL18020,CC(C)S(=O)(=O)c1c(O)n(Cc2ccccc2)c(=O)c2ccc(Cl)cc12,IC50,60,nM
CHEMBL344089,CCCCC#CCSc1ccccc1OC(=O)CN,IC50,40000,nM
CHEMBL320784,CC1(C)CC(c2ccc(Cl)cc2)=C(c2ccc(S(C)(=O)=O)cc2)C1,IC50,7.079,nM
CHEMBL4282681,NS(=O)(=O)c1ccc(/N=c2\scc(-c3ccc(Cl)cc3Cl)n2-c2ccccc2)cc1,IC50,18320,nM
CHEMBL43089,COc1cc(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)c1,IC50,457.09,nM
CHEMBL331148,Cc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,16,nM
