gen,mean_score,compound,best_5_score,best_10_score,best_20_score
0,-10.768666666666666,3_5_7316 6_3_5247 4_4_5525 5_0_2029 5_2_8712 5_4_4934 1_1_2894 5_0_3455 2_0_2066 5_6_637 1_1_7863 3_4_5593 4_0_1243 4_3_8167 0_6_2005 4_1_1748 4_0_1133 5_1_2990 4_1_4764 6_2_1951 4_5_919 2_3_2515 2_0_8269 6_3_9425 5_2_4527 2_2_2210 1_6_7192 0_5_5851 4_6_3720 1_4_5684 4_5_1926 0_2_2931 6_0_4610 1_5_3281 1_5_4117 3_4_1543 3_6_8018 5_3_1442 6_5_5148 6_2_1919 0_3_7817 3_0_9247 4_3_4039 0_3_3291 2_6_569 1_0_1144 5_2_2933 2_1_703 2_0_6233 1_3_7865,-13.253333333333334,-12.739999999999998,-12.139999999999997
1,-10.927118644067795,0_5_8740 5_4_5525 1_0_1133 2_5_7914 4_3_2515 5_6_5652 4_1_2990 2_1_703 5_0_5165 5_4_2210 5_6_4934 3_0_7316 0_6_5367 0_0_7189 5_3_2029 4_3_1774 3_3_8167 0_3_2280 3_2_8289 2_6_637 2_6_1951 0_2_1748 1_0_4610 2_3_8167 4_2_2931 6_4_8054 5_1_1133 2_3_2515 6_3_2515 5_5_2005 5_5_1926 4_1_1748 0_0_9247 2_0_3455 5_0_8269 4_3_7817 2_2_1457 2_6_8969 6_1_1951 0_3_8466 0_0_6233 5_2_1394 5_6_637 6_2_1951 4_6_1748 6_6_6094 3_5_3281 3_2_5525 5_5_2312 5_1_2990 5_2_4527 5_2_2933 4_1_4764 4_3_8167 6_2_1919 1_5_3281 5_0_2029 4_3_4039 5_0_1863,-13.653333333333332,-13.133333333333331,-12.591666666666667
2,-11.652727272727274,3_2_1133 4_1_4764 3_2_8289 2_3_2515 5_2_2933 6_2_1919 2_0_7189 5_3_2029 2_0_3007 2_3_8167 6_0_705 2_4_2029 2_4_4527 2_0_5165 0_0_6233 6_3_4764 2_2_8167 2_3_6350 4_4_8167 6_3_2515 1_2_1919 6_0_4610 0_1_8272 2_3_3670 4_3_4039 6_3_1951 3_2_9048 5_6_3933 3_4_1133 2_0_7895 4_1_2990 5_1_2990 5_2_4527 4_3_2515 4_3_8167 2_2_7579 0_0_2906 4_3_1788 4_5_8740 4_5_2029 4_3_1350 4_3_2029 1_4_4039 4_0_9247 0_6_1104 2_5_1919 1_0_8269 5_2_1488 0_0_2515 1_6_8969 0_3_2029 2_1_6780 4_3_5165 0_3_1023 4_1_9573,-13.686666666666664,-13.2,-12.745
3,-11.586666666666668,0_3_2029 5_0_2029 4_3_75 6_2_1919 4_2_8167 3_3_827 4_4_8167 6_0_4527 4_2_3929 6_3_2990 2_0_6111 4_1_8167 3_2_9048 0_0_6233 0_1_8272 5_1_4764 4_0_1490 2_2_2515 0_2_2933 2_5_8167 6_3_5165 4_0_8657 2_3_5165 4_3_4764 1_3_8269 3_1_5708 2_1_6780 4_1_7780 2_2_5395 4_1_2990 5_1_2990 5_2_4527 5_2_2933 4_1_9573 6_3_2515 4_1_4764 2_3_2515 4_3_2515 4_3_8167 5_2_7358 0_1_2515 4_1_8158 2_0_6350 4_6_6233 2_6_4708 4_6_2515 6_6_4764 4_2_1133 3_5_2515 6_3_1919 0_3_9490 6_2_4764 3_3_6350 4_0_6233 2_4_705 4_4_4764 5_2_1133 6_4_1919 6_3_4842 3_2_2029,-14.279999999999998,-13.809999999999999,-13.253333333333334
4,-11.66,5_3_2933 2_3_5165 3_2_4527 4_2_6611 4_1_2867 6_1_2515 5_6_2990 0_6_4717 4_1_5417 4_2_9048 0_3_8167 4_2_2933 5_0_4764 6_0_8269 6_1_2858 2_3_307 6_3_5142 3_3_3405 1_5_6923 4_3_8167 6_3_2515 4_1_8167 6_2_6864 2_1_2990 4_1_4764 4_4_8167 5_2_1160 5_1_4241 3_3_2515 4_0_1490 2_3_3986 1_2_8269 2_2_4764 6_3_2990 4_1_2990 0_2_2933 5_1_2990 4_2_8167 5_2_4527 5_2_2933 4_1_8158 4_1_9573 0_1_2515 2_3_5641 2_3_2949 4_1_5544 6_3_3535 2_4_1919 4_4_6780 2_6_4764 6_3_2029 0_5_1133 2_2_5598 6_0_6350 6_1_8158 4_6_4764 6_4_4842 2_0_5482 3_1_9048 1_0_6750,-14.366666666666665,-13.919999999999998,-13.413333333333332
5,-12.391812865497075,2_3_2515 6_3_5142 2_0_5165 3_1_2545 6_0_4764 2_6_3288 2_3_4764 0_3_2990 6_1_2990 1_2_8269 0_2_2933 6_1_8158 6_2_4527 4_0_6724 4_2_2990 4_2_2933 4_1_4527 3_3_6864 2_1_2933 6_3_2515 5_1_5142 5_2_107 2_2_8269 5_1_2867 3_2_4764 4_1_35 5_2_5664 5_2_2933 2_1_7756 3_4_4527 4_4_2933 4_3_1694 0_3_3169 5_2_8167 6_3_6864 2_3_4156 6_3_2029 6_3_2990 4_1_2990 5_1_2990 4_2_8167 5_2_4527 4_1_8158 4_1_9573 6_1_5560 5_3_1791 2_4_3986 4_5_3535 2_3_4611 6_0_656 0_2_6664 3_2_5165 6_3_2364 2_1_8158 4_2_1291 2_5_3405 6_2_6350,-14.9,-14.326666666666664,-13.806666666666668
6,-12.147272727272725,4_3_2990 0_3_2990 4_0_2990 4_6_8167 2_1_8158 4_1_8158 6_2_5981 2_4_6932 4_0_7418 4_1_8167 2_0_4764 4_4_7040 5_1_4527 1_0_2990 4_2_2933 1_3_8857 0_2_2309 6_2_8167 0_3_2933 4_3_2515 4_2_8167 3_2_5660 5_2_8167 0_4_4527 2_1_2990 4_1_2990 6_2_6550 0_1_1960 3_2_4527 2_3_5142 4_1_4614 4_1_9573 0_2_2933 5_0_2990 6_4_5122 2_3_4825 3_3_6864 6_3_2990 4_2_2990 5_1_2990 5_2_4527 6_1_2990 6_6_8345 5_1_8167 6_6_2029 4_3_3169 6_1_6990 6_3_562 6_2_5142 2_3_6864 1_1_8158 5_0_5664 2_0_2029 5_3_3169 6_0_2195,-14.993333333333334,-14.533333333333335,-13.936666666666667
7,-12.652564102564101,6_3_2990 4_2_2990 5_2_369 0_2_2309 0_2_2933 6_2_588 4_3_8158 4_2_8167 4_4_2933 4_1_2990 0_1_2933 5_3_8167 2_1_8158 2_3_7040 2_1_2990 4_3_8865 5_2_5142 4_3_2990 1_3_2990 4_3_3169 6_1_1960 0_2_4587 0_3_2933 4_2_2933 5_2_8167 4_1_2933 3_1_3312 2_3_2990 5_1_2933 4_3_5219 0_2_2990 0_3_2990 4_3_4527 5_3_2933 5_2_2990 4_5_2990 1_1_8158 5_1_2990 6_3_2706 4_3_4255 1_3_5142 5_3_466 6_4_8167 0_4_3815 4_4_5142 4_2_3334 4_4_3942 3_3_1121 2_2_8158 6_3_9397 5_6_3169 6_2_4335,-15.106666666666666,-14.760000000000002,-14.258333333333335
8,-12.61604938271605,5_3_85 3_2_8167 2_1_2990 4_4_2990 4_1_2933 1_5_3312 6_3_2933 0_0_2990 6_3_2990 4_3_2990 0_3_2990 5_3_9354 4_3_4527 6_3_888 5_2_2990 2_4_2933 5_1_2990 3_6_2990 0_1_2990 4_2_8167 6_0_2990 3_1_3312 5_6_2933 4_1_2990 6_4_8167 4_2_4527 6_2_588 0_3_7919 5_4_2933 4_3_2933 0_6_2933 2_2_5050 2_3_7040 0_4_2990 1_1_2990 2_1_2009 4_2_2990 5_3_3312 6_4_9127 6_1_1960 1_3_2990 0_2_2990 0_3_2933 0_2_8158 0_1_8660 4_2_1563 4_2_5142 3_1_3617 0_4_8158 4_3_3211 4_1_6509 2_2_5003 6_3_8418 6_1_6316,-15.106666666666666,-14.773333333333335,-14.198333333333332
9,-11.760119047619046,0_3_8369 0_2_8158 3_1_3312 4_2_2990 0_6_2933 1_1_1960 0_2_7294 2_5_8167 6_0_3402 4_3_2990 0_5_1755 0_1_2933 4_2_1960 2_2_2990 0_3_4981 5_1_2990 0_2_2990 6_1_2990 0_4_8158 3_0_7998 1_1_2990 0_3_2990 6_4_8167 4_3_7471 0_4_7044 0_1_2990 1_3_3312 4_3_8167 0_2_7217 3_0_2346 5_2_8167 4_0_2990 6_3_2990 6_1_1960 1_3_2990 4_1_2990 0_0_2990 0_3_2933 5_1_8158 0_3_8158 6_1_2416 1_4_1971 2_3_8309 2_3_8079 3_5_2933 4_2_9561 3_4_8158 0_3_6142 3_3_3617 4_1_4247 0_2_8202 4_2_4155 6_5_3312 0_6_8158 6_2_1563 4_1_2501,-15.106666666666666,-14.773333333333335,-14.104999999999999
10,-11.9,0_2_7044 3_0_2990 2_1_3402 0_5_2990 5_2_2990 0_3_2990 5_1_3312 3_1_7831 2_3_2990 3_4_1881 0_2_8158 3_1_2990 2_2_2933 4_1_3312 0_3_8158 2_5_2990 6_0_8167 5_1_2990 6_0_3402 0_2_1196 4_4_2990 4_6_2416 0_1_2990 4_2_9272 1_1_1960 4_0_2990 3_2_2990 2_5_8366 0_2_2990 4_3_2990 4_1_4247 6_1_1960 5_1_7491 4_4_8167 0_4_7044 5_3_2987 6_1_2990 6_3_2990 4_2_2990 1_3_2990 4_1_2990 0_0_2990 0_3_2933 5_0_5552 1_6_6142 4_5_2416 0_1_8374 1_1_5527 2_5_5484 0_4_2705 0_1_7896 0_3_7044 6_5_8167 5_2_3340 2_4_8158 4_0_3402,-15.106666666666666,-14.773333333333335,-14.251666666666669
11,-11.935119047619049,4_1_3312 4_4_2990 0_0_3708 6_6_2990 0_4_2705 5_5_2990 3_3_2990 4_5_2990 4_0_2990 0_3_2990 0_2_2990 0_5_8158 5_2_2987 3_2_2990 6_0_2055 4_2_9145 1_2_2990 1_0_2990 2_3_2990 0_5_2933 0_5_8582 6_5_2990 4_3_8580 3_2_7173 2_1_2990 5_3_2990 5_5_2987 2_4_3060 1_1_2990 5_0_9425 0_1_5012 6_0_2990 1_5_2990 1_3_2990 4_5_3312 0_4_7044 0_3_2933 1_5_5767 0_6_2933 6_3_2990 4_2_2990 6_1_1960 4_3_2990 4_1_2990 0_0_2990 5_1_8374 0_3_5637 2_3_6403 6_3_2705 5_1_5552 0_4_1074 0_1_5989 3_6_4238 0_2_5365 4_1_2735 4_4_6020,-15.126666666666665,-14.830000000000002,-14.223333333333334
12,-11.986163522012578,6_5_2990 0_0_2990 0_2_8259 4_3_2990 6_2_2990 4_2_2990 4_6_2990 0_5_2933 3_3_2990 4_3_1442 5_2_2990 1_6_2933 0_5_7044 4_1_2990 2_3_2990 1_4_3708 1_0_1890 0_3_2990 6_1_2990 1_2_2990 3_5_2990 4_5_2990 4_0_2990 5_3_2990 5_6_2451 6_0_2990 5_1_8374 1_3_3708 5_0_6768 2_1_2990 0_2_2990 0_2_5637 0_0_3202 6_3_2990 6_1_1960 1_3_2990 6_2_3548 6_6_1960 0_3_2463 3_3_2718 4_0_1644 4_6_9145 5_1_5012 6_0_3708 5_2_7873 6_2_4223 5_3_2679 2_2_6403 6_6_2933 2_4_4103 6_6_9145 6_0_7699 0_2_5479,-15.126666666666665,-14.830000000000002,-14.255000000000004
