gen,mean_score,compound,best_5_score,best_10_score,best_20_score
0,-10.543333333333335,1_2_1690 5_3_7845 1_0_1089 0_3_9001 2_6_964 1_4_8792 2_2_2828 6_0_4288 1_0_4264 6_2_3169 1_2_4745 5_6_6101 0_6_5528 5_3_8289 1_1_4052 3_2_1463 6_6_8972 2_4_5107 6_6_8329 1_3_6942 4_2_7062 3_1_3821 2_2_708 0_0_7580 5_2_8501 4_5_7720 5_2_2376 5_1_1088 3_1_7227 2_1_5829 3_5_5253 5_4_3255 2_0_1009 5_1_4546 6_4_3889 0_2_2908 2_3_420 0_2_1353 2_5_5359 0_2_4734 2_1_6724 6_6_1273 2_4_3136 3_2_2235 2_3_2603 2_4_153 2_0_7451 2_4_1590 6_2_118 1_2_5942,-12.760000000000002,-12.556666666666667,-12.263333333333335
1,-11.368361581920903,5_6_2908 6_1_2674 0_5_1089 5_4_3889 1_4_1590 1_6_6986 6_3_6101 5_4_3136 1_2_1026 1_0_1089 3_5_5359 1_1_3169 3_3_1009 1_3_6942 5_4_7845 5_1_2533 3_0_2376 2_2_1247 1_0_3439 2_6_964 2_4_1690 3_3_5626 2_1_3821 2_1_1009 6_5_1089 6_2_8329 5_1_5711 4_0_1089 6_0_3889 1_4_5634 1_2_4052 0_6_6101 2_2_3136 1_3_4745 1_5_7191 2_5_5149 1_1_3177 5_3_1009 1_3_7103 5_2_1089 5_6_4196 5_2_4288 5_3_4996 5_2_4734 3_2_964 1_3_882 5_1_420 3_5_6724 2_1_864 3_0_1089 5_2_2376 0_2_4734 0_2_2908 1_2_4745 0_0_7580 6_2_3169 4_2_7062 2_1_6724 6_6_8972,-13.206666666666667,-12.98,-12.748333333333333
2,-11.829310344827586,0_5_1089 2_1_9123 4_6_6724 5_1_2908 5_2_3136 1_1_4734 0_2_2908 6_2_1026 2_5_1247 0_6_6865 5_2_8329 1_4_5634 5_6_6986 0_1_3177 1_3_4745 6_5_7293 6_1_2480 5_0_3136 1_0_1089 1_2_1089 1_4_3177 6_0_4034 4_0_6724 5_2_2908 2_2_3136 0_1_1089 2_2_3796 6_2_5419 1_5_3169 5_1_2533 6_2_2674 5_3_3763 5_0_1089 5_2_1089 5_2_2376 4_0_1089 1_2_1026 5_2_4288 6_1_2674 0_2_4734 3_0_1089 1_0_8384 2_3_2533 4_0_3169 1_3_9409 5_5_2533 1_2_882 2_6_4745 1_2_4996 0_5_882 6_0_8329 6_2_4745 4_2_4734 1_2_2908 1_1_3796 2_0_2674 1_6_1026 1_3_2908,-13.76,-13.423333333333336,-13.110000000000003
3,-11.800584795321637,4_4_399 1_1_2674 5_2_2733 5_4_4288 5_2_6975 6_1_2533 1_2_239 1_3_4745 5_2_1026 5_2_2674 1_4_2698 3_1_2674 5_2_3136 0_1_7293 6_6_7416 0_2_4734 3_4_1089 5_2_4820 6_2_1089 4_4_1089 1_2_2674 1_0_3177 4_2_4217 1_1_4745 4_2_2674 5_0_3136 6_5_7293 1_2_4996 2_0_2674 5_2_2908 5_0_1089 5_2_1089 1_2_7202 3_2_4720 1_3_2908 1_2_7348 0_6_2674 0_1_1089 6_2_2674 6_2_1026 1_2_1089 5_2_2376 4_0_1089 1_2_1026 6_2_2664 4_2_6668 1_2_1559 2_0_4996 1_6_4288 1_5_2908 1_6_5634 5_2_4996 0_1_6757 1_2_8329 6_2_5369 6_5_2605 1_1_2908,-14.113333333333333,-13.826666666666668,-13.481666666666666
4,-11.822222222222223,4_1_2674 6_0_1026 1_2_5654 1_1_2674 0_1_7321 1_5_5029 5_1_7120 4_2_4217 1_2_8771 0_2_4734 0_0_2674 5_1_1089 5_4_1089 1_1_4745 6_1_4244 6_1_1761 5_2_1026 1_2_4107 4_1_7293 6_1_2533 5_0_3136 6_2_7293 2_5_4200 4_2_2674 1_2_3429 0_1_1089 5_2_2733 5_2_1092 6_5_7293 3_2_2674 5_1_7293 5_2_2674 5_2_1089 0_1_7293 6_2_1089 6_2_2674 6_2_1026 3_1_2674 1_5_1559 6_2_2854 3_5_6336 4_0_4841 4_2_7748 3_0_1026 6_5_5283 0_0_4825 6_2_7695 4_4_4996 6_5_9427 1_4_1294 4_3_1290 4_2_7124 2_1_7293 4_2_8736 5_1_2787 6_1_1026 4_0_2908,-14.113333333333333,-13.893333333333334,-13.618333333333334
5,-11.78888888888889,5_4_2733 5_1_1089 3_1_1089 1_5_8771 4_1_7293 1_0_3429 6_2_282 6_2_2733 4_4_5072 6_1_2674 6_2_1026 6_1_1089 2_2_7293 3_1_4107 4_4_2674 1_1_6580 3_2_5654 6_2_5677 6_2_7695 1_2_4745 4_2_2674 4_2_1089 5_2_4996 5_2_2674 4_2_7748 1_1_5654 0_1_1089 5_2_1089 0_1_7293 6_2_1089 6_2_2674 6_2_7293 4_1_2674 3_2_4260 4_6_7124 6_2_9145 1_1_1026 1_2_7124 5_1_890 5_0_1026 2_0_1026 6_5_4311 5_0_7373 4_2_6766 4_1_490 6_3_7293 0_2_1346 3_1_2984 4_2_8263 4_2_4996 4_0_4297 6_2_2256 3_2_4107 3_5_4200 3_6_4139 3_1_4245 0_1_5654,-14.193333333333333,-13.99,-13.566666666666668
6,-12.408176100628928,4_3_1089 5_1_1089 4_0_1089 6_2_7293 5_3_7124 6_2_1089 3_6_2674 4_2_7124 0_1_2802 4_2_282 2_2_2674 5_2_4996 0_1_7293 0_2_2674 5_2_2674 6_2_8925 6_0_8497 6_2_9545 0_2_2260 6_1_1089 3_0_4297 6_2_2674 5_2_8346 6_2_7949 3_0_2674 1_2_392 4_2_2674 5_2_2733 2_1_1089 3_1_2674 6_0_282 5_2_2196 0_1_490 0_3_490 0_1_1089 4_2_1089 5_2_1089 6_1_9210 4_2_1537 5_2_5654 4_2_7293 4_2_8663 1_4_6580 5_2_5708 4_0_4548 2_2_3531 6_1_4745 4_4_8192 5_1_6580 5_0_1637 5_6_7293 4_2_4177 4_5_7293,-14.3,-14.1,-13.74
7,-12.427011494252874,0_6_1089 2_2_3531 5_2_7124 4_2_1089 0_1_7293 6_2_1260 1_2_1089 4_1_1089 2_2_1089 6_2_282 4_1_7293 0_0_2674 0_2_2809 6_2_9486 2_3_607 6_0_2674 5_1_7293 5_2_5708 6_2_2674 1_2_2674 5_6_6 5_6_1089 5_3_1089 6_2_7293 5_2_400 5_5_523 6_3_282 6_2_7124 0_3_490 2_2_2674 5_1_282 4_1_2674 5_2_4996 5_2_8090 2_1_3531 4_2_2674 0_2_2674 0_1_1089 4_3_1089 6_1_1089 5_2_2674 5_2_1089 6_2_1089 4_3_5708 6_2_3627 5_1_9156 4_0_206 5_2_8574 0_5_8375 5_2_6627 0_1_4115 3_3_7293 4_1_1537 3_4_9545 1_0_1970 0_1_7124 4_2_3243 2_0_3531,-14.413333333333332,-14.196666666666667,-13.85666666666667
8,-12.36,1_1_7293 1_0_1089 4_1_7293 5_0_2674 3_3_7293 3_2_1089 1_2_4136 6_2_1089 4_1_9004 4_5_3393 3_0_2674 4_1_2674 1_0_1835 6_2_2674 5_2_1089 5_2_7124 5_2_2674 6_1_4340 4_2_1089 6_3_8291 5_1_7293 4_3_1089 1_2_6187 6_2_1212 4_1_1537 5_1_1089 5_3_903 4_0_1089 1_1_7420 0_2_282 4_2_8090 5_3_69 1_4_1089 5_2_5708 0_1_7293 3_1_7293 4_1_1089 4_2_2674 0_2_2674 0_1_1089 6_1_1089 0_1_1411 3_2_9486 2_2_1537 5_2_5396 4_3_7293 4_5_3773 4_5_4195 1_2_3501 5_2_9262 6_0_7515 0_3_1377 4_3_8929 4_6_8294 6_1_1537,-14.413333333333332,-14.223333333333334,-13.9
9,-11.992982456140352,4_3_1089 5_2_2674 5_0_69 0_1_7293 6_1_4340 4_6_1089 6_1_1537 5_2_6324 0_6_2674 6_2_7293 0_4_8929 1_1_7420 5_1_5825 3_1_4340 5_1_7293 5_0_2674 4_3_2674 0_3_1377 5_3_139 6_2_4340 6_2_1089 4_1_7293 4_2_7124 2_3_1089 4_1_1537 3_2_4884 3_1_7293 3_1_1089 0_0_2674 2_6_1089 2_5_7446 4_1_1089 4_2_2674 0_2_2674 0_1_1089 4_2_1089 6_1_1089 5_2_1089 4_6_1687 4_1_6139 3_4_7420 4_3_1377 4_3_3773 6_1_6682 3_4_8090 5_0_3835 4_2_3417 5_2_918 1_5_9492 4_3_9262 3_1_7420 4_5_9204 0_4_7420 0_1_9329 4_4_8090 1_3_1835 4_2_613,-14.413333333333332,-14.223333333333334,-13.768333333333334
