ps,link,lig,gen
5,0,12,0
5,2,100,0
1,1,377,0
0,5,379,0
4,0,302,0
3,0,15,0
0,1,119,0
4,4,13,0
4,1,366,0
5,5,279,0
0,1,119,8
0,1,363,8
4,1,119,8
0,1,35,8
6,0,80,8
0,0,363,8
5,0,152,8
0,5,119,8
6,2,345,8
