gen,mean_score,compound,best_5_score,best_10_score,best_20_score
0,-10.116,1_2_52 5_3_245 1_0_34 0_3_281 2_6_391 0_1_266 4_2_141 6_1_54 2_1_13 2_6_139 1_1_158 2_5_374 6_6_190 0_6_310 2_5_198 4_1_91 1_3_143 0_6_280 6_2_3 2_4_360 4_1_211 3_4_147 3_3_82 1_2_132 6_6_22 5_2_265 4_5_241 5_2_74 5_1_34 3_1_325 5_3_141 1_2_223 5_4_164 5_4_101 2_0_31 5_1_142 6_4_315 6_1_62 2_1_148 3_0_21 2_5_42 2_5_345 2_0_165 2_2_78 6_6_317 5_6_39 2_4_98 6_5_413 0_0_236 6_5_210,-13.14,-12.786666666666665,-12.315
1,-10.395402298850575,5_0_223 6_1_114 0_5_62 4_6_86 1_2_91 0_2_13 2_2_78 4_1_91 0_3_310 6_5_265 4_5_116 0_5_198 5_1_310 6_1_400 6_3_204 0_5_13 5_6_39 0_1_310 1_6_48 0_0_205 5_2_374 2_1_84 4_2_91 5_1_3 5_1_148 0_2_132 0_5_142 0_6_310 6_1_62 1_2_310 1_2_40 0_0_1 2_0_31 1_1_187 2_5_23 0_6_39 1_2_52 5_1_34 1_0_34 1_2_223 6_1_54 6_2_3 4_2_141 5_1_142 5_4_360 2_2_265 ERROR_0_6_236 3_3_132 1_5_284 2_1_91 ERROR_6_3_413 ERROR_0_0_236 2_1_360 4_5_272 5_4_265 ERROR_2_5_338 ERROR_2_5_413 6_6_177,-13.506666666666666,-13.26,-12.845000000000002
2,-11.653448275862068,6_1_62 0_1_310 1_0_310 5_4_34 4_2_1 0_6_165 6_0_398 1_5_40 6_6_220 1_2_106 5_4_96 3_1_284 5_1_73 6_2_243 5_6_3 0_1_62 0_5_142 6_5_125 0_5_329 0_0_198 2_3_223 0_1_205 5_2_94 2_1_310 1_4_34 5_1_18 0_2_91 2_0_78 1_2_40 2_2_1 0_0_245 1_5_45 5_1_132 4_2_360 1_2_48 5_1_13 6_1_23 0_2_100 0_5_258 1_3_223 0_0_151 0_3_310 1_2_52 1_2_310 5_1_34 1_0_34 0_2_13 1_2_223 0_0_205 ERROR_3_2_381 1_5_307 1_5_48 2_1_400 4_5_312 6_0_146 1_5_62 6_4_124 1_5_39,-13.553333333333333,-13.406666666666666,-13.118333333333334
3,-11.719642857142858,2_0_310 5_0_62 0_3_91 1_2_48 3_0_34 0_1_291 4_2_106 6_6_146 6_4_124 4_2_360 2_0_173 4_2_1 5_1_34 0_5_9 0_0_198 2_2_379 0_1_18 1_0_287 0_2_91 1_4_223 0_1_82 0_1_94 2_1_78 6_0_288 0_4_223 1_0_310 6_2_1 6_0_409 0_3_245 5_2_10 1_1_307 6_1_34 5_1_73 0_4_130 1_3_223 0_1_310 3_0_165 0_2_60 0_1_396 0_5_258 1_1_34 2_0_78 0_3_310 1_2_52 1_2_310 1_2_40 0_2_100 1_0_34 5_1_257 1_6_296 2_5_223 3_5_258 6_1_266 2_2_360 3_5_48 4_5_124,-13.593333333333334,-13.446666666666667,-13.206666666666667
4,-11.753107344632769,0_2_40 5_3_245 1_2_310 1_3_310 5_5_10 4_0_198 1_2_351 0_4_22 1_2_233 0_5_393 1_4_160 1_1_310 6_2_390 1_5_369 0_4_130 1_0_34 0_1_130 1_1_168 1_1_40 1_2_245 0_5_310 1_1_223 1_3_123 2_4_10 0_5_198 1_3_185 5_3_34 0_0_82 0_4_310 1_6_411 0_5_18 2_2_1 1_0_357 0_2_100 0_2_34 1_2_223 1_1_34 3_3_10 1_2_106 0_5_249 0_3_310 0_0_198 6_1_34 1_2_52 0_1_310 1_2_40 5_1_34 5_2_10 1_3_223 1_3_353 4_1_67 0_5_192 5_1_95 2_1_379 0_5_100 1_6_198 0_5_307 1_4_17 ERROR_2_2_412,-14.126666666666665,-13.76666666666667,-13.45
5,-11.942690058479533,0_5_106 1_3_353 6_2_89 0_5_100 5_2_293 1_4_358 1_1_68 1_1_34 1_2_185 5_3_310 6_1_95 5_1_245 2_2_198 4_5_274 1_4_43 2_3_52 3_1_310 0_2_342 6_1_34 6_2_233 0_5_194 1_2_10 2_4_10 5_2_1 0_3_310 0_3_130 0_4_130 1_5_230 1_0_226 1_3_185 1_1_110 6_2_45 5_3_180 0_0_198 4_0_3 2_2_223 1_3_52 5_1_310 1_3_208 0_2_40 0_2_34 1_2_52 0_5_310 1_2_310 0_1_310 1_2_40 1_0_120 5_0_150 2_5_307 5_4_245 3_2_10 3_5_24 ERROR_1_2_366 1_1_10 3_0_205 1_3_245 1_2_369,-14.319999999999999,-13.886666666666667,-13.456666666666669
6,-11.791954022988504,3_2_52 2_5_310 5_3_245 0_2_34 1_0_226 1_1_305 0_1_349 2_1_10 4_1_34 1_3_230 5_0_310 1_1_348 0_0_310 0_3_310 2_4_1 6_3_52 2_2_198 6_3_34 3_3_52 0_0_194 2_3_73 3_3_310 1_2_223 5_3_321 6_1_395 1_1_40 3_0_226 1_5_226 0_4_112 6_2_233 1_6_52 6_0_172 0_0_68 6_0_202 6_2_52 0_0_34 2_4_82 5_3_2 6_3_382 1_2_106 2_2_10 0_2_40 0_5_106 6_1_34 0_0_198 1_2_52 0_5_310 1_2_310 0_1_310 0_0_150 1_6_43 6_1_149 6_2_167 6_0_118 0_0_130 6_5_310 0_6_130 4_0_1,-14.333333333333332,-13.920000000000002,-13.52
7,-12.00952380952381,1_2_52 0_5_310 2_0_226 0_0_382 0_2_52 5_4_23 0_5_226 6_2_10 0_4_18 6_2_310 5_5_310 3_2_226 1_3_52 2_2_52 0_3_310 4_1_310 0_1_226 1_2_34 0_4_139 0_3_10 0_2_233 1_1_40 0_1_34 4_0_130 6_1_360 0_1_310 3_2_10 3_3_52 2_5_198 2_1_10 6_4_34 4_3_40 6_5_310 3_4_52 3_2_52 2_2_10 1_0_34 2_5_388 0_2_34 1_6_40 1_2_159 1_1_27 0_2_40 0_5_106 0_0_34 6_1_34 0_0_198 6_2_52 0_5_38 0_0_159 6_4_275 0_0_239 0_5_395 2_5_127 4_5_341 ERROR_0_2_347,-14.419999999999998,-14.036666666666665,-13.668333333333333
8,-12.36206896551724,0_1_159 6_2_198 4_5_310 1_3_239 0_2_40 4_2_52 6_0_233 0_1_310 0_4_40 0_2_34 5_0_10 1_5_34 1_1_27 4_2_230 1_4_409 0_5_166 6_2_52 1_2_34 0_3_284 0_6_106 1_0_310 0_6_226 6_6_34 2_0_27 6_3_310 0_2_10 0_3_34 1_2_344 4_3_78 6_2_34 6_1_310 1_2_10 0_1_40 0_5_249 0_4_172 0_5_310 2_2_93 5_2_52 0_2_30 0_2_159 0_4_241 4_5_52 1_3_310 1_2_52 0_5_106 0_2_52 0_3_310 0_1_34 0_0_34 6_2_10 6_1_34 0_0_198 2_0_159 4_6_3 0_1_399 2_0_52 3_5_395 2_0_299,-14.546666666666667,-14.186666666666664,-13.85333333333333
9,-11.72873563218391,0_1_181 6_1_34 0_4_34 0_3_117 5_2_407 5_3_250 5_4_52 0_3_10 0_2_353 1_2_239 4_6_310 0_1_378 0_2_34 1_5_159 2_2_328 6_2_351 0_6_89 6_3_310 2_2_93 6_0_238 0_0_198 0_2_159 0_1_34 2_0_27 0_3_159 1_3_10 5_3_10 0_3_399 0_1_110 4_4_52 1_2_310 4_2_310 1_6_52 0_4_165 0_1_159 0_4_189 4_0_10 6_4_309 0_6_409 0_2_93 5_2_137 4_2_93 0_0_140 1_0_178 0_2_40 0_1_40 0_5_106 0_2_52 0_2_10 0_3_310 6_2_34 0_0_34 6_0_362 0_5_150 1_5_52 0_6_93 ERROR_0_2_384 1_6_310,-14.546666666666667,-14.186666666666664,-13.678333333333333
