gen,mean_score,compound,best_5_score,best_10_score,best_20_score
0,-9.976,5_0_12 5_2_125 1_1_377 0_5_379 4_0_302 3_0_15 0_1_119 4_4_13 5_5_279 3_1_229 6_0_388 6_1_357 3_2_142 1_1_390 2_0_47 3_0_183 6_2_309 2_6_22 5_3_274 0_3_40 4_2_321 4_6_185 4_1_360 1_6_148 0_6_119 6_0_194 2_3_325 6_2_83 2_2_107 5_2_359 5_5_36 4_5_87 4_5_125 1_3_194 2_5_352 4_1_350 2_6_393 6_0_117 2_3_137 0_1_290 5_2_108 5_3_202 5_3_73 2_1_126 5_4_275 2_5_299 3_4_204 2_1_70 4_3_46 6_0_56 1_5_81 6_5_216 4_0_197 3_4_239 4_2_283 6_0_348 5_0_349 4_6_136 6_5_174 0_2_222 1_3_1 5_5_134 4_6_91 2_6_327 4_4_101 1_2_390 1_4_398 2_3_9 2_1_29 1_4_40 0_5_248 6_0_389 4_6_64 1_5_243 4_1_135 4_6_310 3_1_276 6_5_353 1_5_159 3_5_332 2_3_264 3_0_126 1_0_173 0_4_283 1_4_112 0_0_362 5_0_117 0_0_169 0_4_121 2_5_248 1_4_67 5_4_295 3_1_401 4_1_366 4_2_414 0_0_338 6_0_412 4_0_320 4_0_306 0_2_413,-13.993333333333334,-13.313333333333333,-12.785
1,-11.368421052631579,5_0_274 6_0_224 5_0_246 5_3_40 2_1_119 5_0_52 0_1_187 2_2_9 5_5_126 6_4_40 0_0_274 6_0_12 6_1_83 5_3_274 4_5_40 0_1_119 0_1_276 6_4_119 0_2_115 6_1_108 6_6_252 0_0_12 5_2_108 0_4_121 5_2_125 0_1_169 5_4_40 4_2_321 2_3_339 1_2_108 5_6_214 6_3_193 5_6_290 5_2_374 2_5_29 0_3_40 1_5_81 1_4_40 0_0_169 6_0_389 0_1_290 5_0_12 3_2_135 4_0_13 5_3_222 5_2_207 3_3_274 4_5_321 2_0_169 2_3_126 1_4_359 4_4_340 1_2_169 ERROR_6_2_402 ERROR_1_3_320 2_4_112 5_1_216,-14.520000000000001,-13.883333333333331,-13.351666666666665
2,-11.900564971751413,0_0_115 4_2_142 0_0_264 6_1_12 6_1_256 0_5_115 0_0_169 1_1_365 6_4_40 3_1_115 1_1_40 0_0_207 6_1_83 0_6_119 0_1_69 0_0_119 6_1_29 3_1_319 6_1_108 0_2_169 6_6_108 6_1_339 5_2_108 1_2_169 0_1_169 2_1_339 0_3_339 2_2_214 0_0_40 0_1_125 3_0_337 0_0_292 5_3_52 2_2_339 1_0_12 0_1_27 3_3_339 5_1_119 0_3_40 5_3_40 0_1_119 1_5_81 1_4_40 2_2_9 0_0_12 1_2_108 0_2_115 0_4_110 6_0_11 4_0_52 0_1_274 5_5_374 6_1_224 5_6_121 5_1_274 0_4_79 ERROR_4_1_410 6_0_281 4_4_33,-14.560000000000002,-14.003333333333334,-13.563333333333329
3,-11.774137931034483,2_0_12 6_2_127 0_6_115 0_1_115 6_0_108 2_2_362 0_2_358 0_0_169 6_0_277 1_2_40 6_1_39 2_2_81 0_0_119 6_1_40 0_1_119 0_0_27 3_3_40 1_2_216 0_2_115 0_2_169 0_0_12 5_1_40 2_1_9 1_2_169 0_1_169 0_3_52 5_4_12 1_1_115 6_2_240 0_3_339 0_6_364 3_2_142 2_2_339 0_0_52 2_4_214 0_1_29 0_3_40 5_3_40 1_5_81 6_1_108 1_4_40 2_2_9 0_1_125 0_1_69 1_0_281 0_0_317 4_0_281 2_2_365 6_4_256 1_1_27 3_5_115 2_6_79 2_0_318 2_4_268 ERROR_4_0_385 ERROR_0_3_236 2_0_240 2_5_81,-14.560000000000002,-14.143333333333334,-13.693333333333333
4,-12.229166666666668,0_1_0 5_2_119 0_1_40 2_6_40 4_0_277 4_1_374 5_3_40 2_2_3 0_1_81 5_4_262 2_2_40 2_3_40 0_2_357 0_6_52 6_0_277 6_0_40 0_2_12 0_0_286 0_1_108 1_0_365 5_0_119 0_1_107 6_2_29 0_1_1 1_1_144 6_1_108 0_2_115 2_5_119 0_2_169 5_1_40 0_2_391 2_2_290 0_1_52 1_2_174 2_3_119 2_3_18 1_1_48 4_3_29 3_3_214 1_0_12 5_6_79 0_1_29 1_1_337 0_3_40 0_1_119 1_5_81 3_3_40 6_1_40 0_1_115 5_6_64 5_4_169 0_6_177 5_0_316 1_6_27 2_4_364 6_1_275,-14.74,-14.386666666666667,-13.973333333333334
5,-12.18121212121212,0_1_40 0_2_159 5_2_364 5_3_40 5_3_108 1_1_82 2_3_40 0_2_40 0_2_290 1_1_40 6_0_40 1_3_230 5_2_40 0_2_111 2_3_290 0_2_18 1_0_40 0_2_3 5_1_275 5_4_169 6_1_40 5_0_119 3_1_40 6_2_131 5_0_309 6_3_172 5_3_119 1_3_119 0_2_169 0_2_391 5_3_96 5_5_52 0_1_391 2_3_119 4_1_119 5_4_119 0_4_241 0_3_398 0_0_81 4_1_48 5_2_361 0_3_40 0_1_81 0_1_119 0_1_52 1_5_81 5_3_115 6_1_286 5_0_169 6_1_41 2_6_128 ERROR_5_3_320 5_0_229 5_3_118 1_4_253,-14.973333333333334,-14.663333333333332,-14.229999999999999
6,-12.404242424242424,5_2_119 0_1_40 0_5_43 6_6_398 1_0_81 0_3_397 2_3_391 5_3_40 2_1_283 6_3_40 6_1_75 2_2_40 0_2_40 3_3_108 0_1_290 0_6_149 0_2_290 0_6_61 6_0_172 5_2_169 0_2_86 0_1_275 5_0_119 6_5_40 5_3_300 6_3_172 0_3_40 5_3_119 0_2_169 1_2_398 6_2_40 5_4_176 2_3_108 4_3_133 6_5_349 5_3_309 0_6_74 0_0_40 3_3_81 0_1_247 3_0_40 0_2_15 1_2_119 0_0_398 0_3_398 5_3_108 2_3_40 0_1_81 0_0_81 6_4_114 4_0_167 5_3_169 3_5_81 0_2_257 5_2_190,-15.053333333333333,-14.763333333333335,-14.209999999999999
7,-12.212500000000002,5_1_164 2_3_391 0_3_351 5_3_40 4_6_108 0_1_353 0_3_298 6_3_40 6_1_75 0_2_40 3_3_108 0_3_133 3_6_108 6_2_398 1_1_40 0_2_58 6_2_169 0_2_200 3_3_398 0_1_275 4_1_81 5_3_53 5_3_398 4_0_163 5_1_155 0_3_40 6_1_99 0_3_226 0_2_398 2_2_169 5_1_40 2_3_183 5_0_40 5_3_169 2_6_267 5_3_330 5_4_40 0_3_73 4_3_398 0_0_40 5_5_159 5_3_391 3_0_40 0_1_99 1_6_40 0_3_398 5_3_119 0_1_40 5_3_108 2_3_108 2_3_40 2_6_66 3_3_169 6_5_133 ERROR_0_3_320 0_0_173,-15.053333333333333,-14.780000000000001,-14.258333333333331
8,-12.262573099415205,1_3_216 4_3_351 0_5_398 6_3_108 0_3_298 0_1_81 0_1_353 0_6_398 4_2_340 0_2_40 2_3_40 0_3_133 0_3_68 4_3_40 2_3_133 2_0_272 5_3_53 5_2_164 4_1_133 0_3_108 0_4_40 4_1_53 2_3_213 0_0_140 0_2_388 0_3_40 2_2_108 0_3_99 4_1_40 5_3_169 6_5_398 0_3_81 0_1_189 5_2_389 0_3_398 6_6_309 0_1_277 0_1_99 5_3_188 1_3_40 0_0_173 1_6_40 6_3_40 5_3_40 5_3_119 0_1_40 5_3_108 4_1_81 2_3_108 6_6_81 2_1_169 6_3_351 0_6_226 4_1_303 2_3_169 ERROR_6_3_375 ERROR_5_1_413,-15.293333333333333,-14.973333333333333,-14.498333333333335
9,-12.429761904761904,5_1_108 2_6_40 0_6_40 2_3_405 0_0_42 3_4_108 6_2_223 6_3_108 0_1_81 5_3_108 6_0_2 6_3_40 2_4_169 2_3_40 0_2_40 4_5_398 2_4_213 0_6_108 4_4_364 0_3_345 1_3_398 4_1_81 4_2_164 4_3_119 2_2_133 5_5_81 5_3_119 2_1_244 5_3_181 4_2_40 4_3_286 4_3_220 5_2_81 2_1_213 0_4_164 0_6_99 0_1_292 2_3_339 0_1_99 0_1_277 0_3_108 0_3_40 5_3_40 1_3_40 0_3_398 0_1_40 5_3_105 0_4_93 1_6_99 2_2_164 2_3_12 5_2_110 4_1_223 6_3_169 2_3_234 1_6_312,-15.293333333333333,-14.973333333333333,-14.49
