gen,mean_score,compound,best_5_score,best_10_score,best_20_score
0,-10.543333333333335,1_2_1690 5_3_7845 1_0_1089 0_3_9001 2_6_964 1_4_8792 2_2_2828 6_0_4288 1_0_4264 6_2_3169 1_2_4745 5_6_6101 0_6_5528 5_3_8289 1_1_4052 3_2_1463 6_6_8972 2_4_5107 6_6_8329 1_3_6942 4_2_7062 3_1_3821 2_2_708 0_0_7580 5_2_8501 4_5_7720 5_2_2376 5_1_1088 3_1_7227 2_1_5829 3_5_5253 5_4_3255 2_0_1009 5_1_4546 6_4_3889 0_2_2908 2_3_420 0_2_1353 2_5_5359 0_2_4734 2_1_6724 6_6_1273 2_4_3136 3_2_2235 2_3_2603 2_4_153 2_0_7451 2_4_1590 6_2_118 1_2_5942,-12.760000000000002,-12.556666666666667,-12.263333333333335
1,-11.395480225988699,0_5_7580 5_2_2235 0_0_7580 5_2_1089 2_3_2603 4_0_7580 5_2_8501 3_0_7580 3_1_2705 5_2_2376 0_2_4734 0_2_2908 1_2_4745 1_0_1089 6_2_3169 4_2_7062 2_1_6724 6_6_8972 5_1_2908 6_2_2674 5_3_420 5_6_6986 6_6_3255 5_3_9001 1_2_1026 3_4_3889 3_2_2828 6_2_8329 5_4_5829 3_1_2533 3_2_2376 1_2_1247 1_0_3439 0_4_8289 2_3_5626 4_4_3889 2_4_2828 3_2_7227 5_1_5711 2_2_420 5_3_5634 0_4_3255 0_2_9001 1_3_4745 0_5_7191 6_4_5149 5_1_3177 0_2_2828 6_2_7103 2_2_7580 3_6_4196 5_2_1353 5_1_4996 5_2_4734 5_1_2603 5_3_882 5_4_7845 6_5_7062 2_4_864,-13.4,-13.103333333333333,-12.816666666666668
2,-11.809941520467838,6_6_8329 5_2_7580 0_2_4734 0_2_9001 1_2_1247 5_2_4034 0_0_1089 0_1_1089 0_2_1089 5_1_3177 6_1_8972 2_0_8329 1_2_2376 5_2_1089 6_2_2674 5_2_2376 5_2_2235 3_1_2533 1_2_1026 0_2_2908 2_3_3439 3_6_864 5_2_5634 1_1_4734 0_2_8329 6_2_9001 2_5_1026 4_0_2674 5_6_6865 6_2_9409 5_2_2674 1_4_3169 6_6_7580 0_5_4734 6_5_7293 6_2_2480 5_2_3177 1_2_3439 1_2_9001 2_6_2908 6_4_8329 3_1_864 2_2_3796 4_2_5419 5_5_2674 5_5_3169 6_0_2674 6_1_2705 4_2_7103 6_1_4734 0_3_3796 5_1_3763 0_6_3177 1_1_5634 1_4_1247 1_2_2818 2_0_4864,-14.166666666666666,-13.8,-13.330000000000002
3,-12.085454545454544,6_2_2376 1_2_239 1_2_1247 5_2_2376 3_1_2235 5_1_2235 5_0_1089 5_2_2674 1_2_9001 1_1_4734 4_2_2235 1_1_1089 5_2_2235 0_0_1089 6_1_8972 1_2_3439 5_2_1089 1_2_7202 1_2_1089 0_2_1089 0_1_1089 5_2_3177 6_2_2674 4_0_2674 5_1_2733 4_1_2674 1_1_6975 6_2_3177 4_1_6668 0_2_3796 1_4_2698 5_2_8329 2_2_1559 2_6_7416 4_4_5419 0_2_4820 6_2_2818 6_4_2674 3_6_2674 1_0_2818 3_1_2376 0_5_3177 6_6_4734 1_2_2705 6_2_6757 4_2_4217 1_1_1247 5_2_5369 0_5_2605 2_1_4864 0_0_8329 4_0_5419 6_2_7293 3_2_4720 1_2_7348,-14.193333333333333,-13.98,-13.536666666666667
4,-11.814619883040937,5_2_2235 4_1_8972 4_0_2674 5_1_2235 3_1_8972 0_2_3796 5_2_3177 6_2_1089 1_2_1247 0_1_1089 1_2_3439 5_2_1089 2_5_4200 2_0_8329 5_2_2376 6_1_1089 1_0_8972 0_2_1089 5_1_2733 5_2_2674 6_1_8972 6_2_2674 6_2_7293 4_1_2674 3_1_1247 1_1_2401 0_2_2854 0_5_6336 4_2_5654 5_1_4841 6_1_7748 5_2_7321 5_2_5029 5_5_5283 1_0_4825 5_1_7120 1_1_8771 5_0_2674 6_0_7695 1_4_4734 6_1_9427 5_4_1294 6_1_4244 0_1_1761 5_1_2674 5_3_1290 5_2_4107 5_2_2705 6_1_7124 4_1_2818 0_2_5419 1_1_3429 4_1_8736 5_2_3796 5_2_2787 1_1_1092 6_2_6975,-14.206666666666667,-14.026666666666667,-13.666666666666666
5,-12.141975308641975,5_4_8972 4_2_2235 4_2_1089 6_2_2674 0_1_2235 6_2_6975 5_2_2235 5_2_1089 5_1_8972 5_4_1089 6_2_3177 6_0_7373 0_1_1346 6_2_7293 0_2_1089 4_2_5419 6_1_1089 0_1_1089 1_1_1089 5_2_3177 5_1_2733 5_2_2674 6_1_8972 6_2_1089 6_4_3177 1_2_5654 6_1_9422 4_6_2674 5_1_1089 5_2_5419 0_4_8963 5_1_9540 1_2_1092 1_1_7124 0_1_5419 2_2_1092 6_1_890 2_1_2376 3_1_5654 2_1_1092 1_1_6580 4_5_4311 0_2_6766 0_1_2674 5_2_5677 5_1_490 6_3_6975 5_1_1247 1_2_2984 6_1_8263 1_0_4297 3_2_2256 3_2_5654 0_6_4139,-14.260000000000002,-14.11,-13.71833333333333
6,-12.418452380952383,6_2_2674 1_1_1089 3_1_1089 1_2_5419 1_3_1089 0_4_1089 6_3_2376 5_2_5419 0_2_1089 5_2_1089 5_1_1089 6_1_1089 4_1_8192 5_1_2235 6_2_7293 4_1_1089 0_1_392 0_1_1089 2_1_1089 5_1_1247 5_0_1089 5_2_5677 4_2_1089 5_1_2733 5_1_8972 5_2_3177 5_2_2674 6_1_8972 0_0_7699 1_1_5677 5_3_6766 0_6_7417 5_2_2733 6_1_8667 0_2_2235 4_2_628 6_5_5677 5_2_8405 4_1_1984 0_1_7377 0_5_2186 5_2_8176 6_2_8925 1_0_8497 6_2_9545 0_2_2260 3_2_3177 5_2_8346 6_2_7949 5_0_5677 0_1_1637 2_6_2674 5_2_4177 1_2_2235 3_1_2674 1_2_2196,-14.393333333333334,-14.186666666666667,-13.826666666666672
7,-12.155555555555555,3_0_1089 6_1_1089 2_1_5419 1_2_2196 2_1_8972 6_2_206 5_1_1089 5_2_1089 6_0_1089 5_2_8176 5_0_1089 0_1_7377 5_6_6 0_6_2235 5_3_1089 6_2_7949 5_2_400 5_1_3177 5_5_523 3_4_2235 1_1_1970 1_1_1089 2_2_1089 0_1_1089 0_2_2235 6_2_8090 0_0_2235 4_1_1089 0_2_1089 4_2_1089 5_1_2733 5_1_8972 5_2_3177 5_2_2674 4_1_7377 6_0_179 1_2_8497 5_2_3627 0_2_9156 6_2_1260 1_2_7293 6_1_8574 1_3_8405 0_2_2809 5_5_8375 6_2_9486 6_2_6627 2_3_607 5_1_4115 2_0_7293 3_2_2733 1_3_8497 1_2_3177 3_2_7949 5_2_2260 0_1_3243 6_0_7293,-14.393333333333334,-14.186666666666667,-13.76833333333333
8,-12.159393939393942,5_2_1089 1_2_1089 1_1_1089 1_2_3177 5_1_3243 5_1_8972 3_2_400 6_0_2235 2_2_1089 6_2_3243 3_0_1089 6_1_1089 6_0_7293 5_1_3177 6_2_8972 6_2_9486 6_2_4340 0_2_1089 1_5_4195 6_3_8291 5_5_523 6_2_1212 5_1_1089 5_0_1089 1_1_7420 6_3_8929 6_3_69 1_4_1089 0_1_1089 6_2_1089 4_1_1089 4_2_1089 5_1_2733 5_2_3177 5_2_2674 5_1_1411 1_1_4136 3_2_7293 0_1_9004 5_3_5396 5_5_3393 3_0_9486 5_0_1835 6_5_3773 5_2_3501 6_2_9262 1_0_6187 5_3_903 6_2_7515 0_2_1377 0_2_7949 5_6_8294 5_1_9486 3_1_3177 4_2_1292,-14.393333333333334,-14.186666666666667,-13.778333333333332
9,-12.265432098765432,4_2_264 0_2_1089 5_0_2674 0_2_1377 1_1_1089 4_6_8972 5_0_1835 6_2_523 4_4_1089 3_2_7293 0_0_1089 5_0_8972 5_1_8972 6_1_1089 5_2_1089 3_4_1089 6_2_3417 5_2_139 0_5_9492 6_1_8972 4_2_1089 5_1_2733 2_5_4340 6_2_9329 3_2_1089 3_1_1089 6_1_7515 2_5_7446 4_1_1089 0_1_1089 5_2_3177 5_2_2674 6_1_6139 6_3_6324 5_6_2674 5_4_7293 6_2_2733 5_1_5825 5_3_1411 2_1_6682 3_1_7515 0_2_3835 1_2_918 6_0_8291 4_3_8291 5_2_7293 5_5_9204 6_4_7293 6_3_1411 5_2_4884 2_6_1089 0_1_7949 3_0_613 0_2_4045,-14.48,-14.243333333333334,-13.821666666666667
