gen,mean_score,compound,best_5_score,best_10_score,best_20_score
0,-10.768666666666666,3_5_7316 6_3_5247 4_4_5525 5_0_2029 5_2_8712 5_4_4934 1_1_2894 5_0_3455 2_0_2066 5_6_637 1_1_7863 3_4_5593 4_0_1243 4_3_8167 0_6_2005 4_1_1748 4_0_1133 5_1_2990 4_1_4764 6_2_1951 4_5_919 2_3_2515 2_0_8269 6_3_9425 5_2_4527 2_2_2210 1_6_7192 0_5_5851 4_6_3720 1_4_5684 4_5_1926 0_2_2931 6_0_4610 1_5_3281 1_5_4117 3_4_1543 3_6_8018 5_3_1442 6_5_5148 6_2_1919 0_3_7817 3_0_9247 4_3_4039 0_3_3291 2_6_569 1_0_1144 5_2_2933 2_1_703 2_0_6233 1_3_7865,-13.253333333333334,-12.739999999999998,-12.139999999999997
1,-10.931073446327686,1_5_4117 4_5_3281 3_2_4527 4_3_3281 2_0_8269 6_2_1919 5_6_3281 5_5_7316 0_5_5851 2_6_8969 5_5_1926 5_2_1394 3_4_5593 5_5_2312 5_1_2990 5_2_4527 5_2_2933 4_1_4764 2_3_2515 4_3_8167 1_5_3281 5_0_2029 4_3_4039 5_5_8740 2_1_5593 6_5_7914 2_5_5652 6_3_5165 2_4_5148 2_3_703 3_1_5593 5_6_5367 1_0_7189 0_0_7817 4_4_1774 3_0_4039 5_3_2280 3_1_8289 2_6_3720 2_6_3291 5_4_5851 2_3_4039 4_4_4934 6_1_8054 5_1_4117 2_5_7316 0_4_5525 6_0_2066 5_1_7863 4_0_3455 1_2_1457 0_3_1863 0_1_3291 2_0_8466 5_6_3720 0_2_3291 0_6_5851 2_6_6094 3_2_2931,-13.48,-13.010000000000002,-12.561666666666667
2,-11.571839080459771,6_2_1919 1_5_4117 4_5_3281 6_1_8054 4_0_3007 4_3_4039 2_4_5148 4_4_5525 2_4_2933 2_6_1104 5_5_1926 2_3_1919 1_2_1457 4_3_6350 2_3_2515 5_0_7316 2_3_4039 2_3_3670 3_4_7316 4_3_3281 5_1_2990 5_2_4527 5_2_2933 4_1_4764 3_2_4527 4_3_8167 6_3_5165 3_1_7316 1_2_7579 4_0_2906 4_2_4527 6_4_1788 1_5_7316 3_3_8289 5_0_4039 5_0_705 4_5_5652 4_5_4039 3_1_1350 3_4_4117 1_5_5652 2_5_8054 1_2_2931 0_5_7817 3_2_1488 6_4_5525 5_5_1457 1_1_8054 1_4_5851 2_1_8272 5_3_4039 2_6_6780 5_3_4117 5_3_1926 2_2_9048 4_2_5652 3_6_3933 5_0_1023,-13.626666666666669,-13.213333333333335,-12.866666666666669
3,-11.627118644067792,5_5_1926 3_1_1350 4_0_5928 4_3_6350 5_0_7316 1_5_7316 5_3_2515 6_0_705 3_1_6350 2_3_4039 5_3_4039 3_0_7316 1_4_5851 1_2_7579 1_1_8054 5_1_2861 4_6_9454 2_2_1350 5_1_5708 2_2_5395 4_3_3281 5_1_2990 5_2_4527 5_2_2933 4_2_4527 5_3_1926 4_1_4764 2_3_2515 3_2_4527 2_2_8167 5_2_3176 2_6_2874 5_1_2515 5_3_1919 3_4_1680 5_5_7579 1_3_8054 0_2_1023 6_1_7316 1_1_7316 3_2_3811 6_2_8054 3_3_4039 1_3_2933 6_0_1919 4_0_8167 2_0_2515 0_4_1926 5_5_4117 5_3_2990 4_3_6215 5_5_6081 5_3_5133 2_1_5691 5_1_3822 6_2_1488 5_3_7780 5_3_4842 4_3_1926,-13.893333333333334,-13.589999999999998,-13.14333333333333
4,-11.584180790960453,5_3_1926 2_3_8167 6_1_6611 2_6_5708 0_6_4717 4_3_1926 6_1_2858 2_0_307 1_5_6923 4_3_6350 5_0_5482 5_3_7780 5_1_2861 5_2_1160 3_3_2515 5_2_3176 2_2_1350 5_3_2990 4_3_3281 5_1_2990 5_2_4527 5_2_2933 4_2_4527 1_3_2933 6_1_7316 5_3_2515 2_2_5641 5_3_2949 3_2_1926 4_3_5544 2_2_2867 6_5_3535 5_4_4039 5_2_8054 4_4_3176 1_6_2933 5_1_5417 4_2_1926 0_5_4527 3_2_1350 2_0_8054 4_3_5691 0_5_5928 2_3_5142 2_2_3405 5_1_5598 4_3_4117 6_0_7316 2_6_8167 5_4_1926 6_5_8054 2_2_2515 5_2_6864 6_3_2933 3_3_1926 5_3_4241 1_2_6750 2_1_3986 1_0_8054,-13.893333333333334,-13.639999999999997,-13.211666666666668
5,-12.000555555555557,3_3_1926 0_0_5417 6_2_5417 5_3_2861 2_4_307 5_3_4527 4_3_1926 6_1_2933 5_3_107 2_1_3986 3_2_1926 5_3_1926 5_4_4527 2_2_2867 3_3_2515 5_3_2990 4_3_3281 5_1_2990 5_2_4527 5_2_2933 4_2_4527 1_3_2933 5_2_6864 6_1_7316 6_3_2933 2_2_7780 2_0_1926 3_1_2545 3_3_3986 2_6_3288 5_3_5560 5_4_1791 2_3_3986 1_3_1926 5_3_5691 5_0_6724 0_5_3405 5_3_4611 5_1_656 2_3_2933 3_2_5928 5_1_1926 4_2_6664 6_0_2364 4_1_35 5_1_5664 2_3_2861 2_2_7756 4_4_5691 5_3_1291 0_3_1694 2_5_3176 5_4_3169 5_2_5598 6_3_8167 0_2_5928 6_1_4156 4_4_1926 2_5_3071 6_2_1926,-13.966666666666669,-13.723333333333334,-13.393333333333334
6,-11.958045977011496,4_3_1926 6_2_5981 2_4_6932 5_3_7780 2_0_1926 4_2_1926 6_2_1926 5_3_1291 1_3_8857 4_1_35 5_3_2861 5_1_2933 2_1_3986 5_3_2990 1_3_1926 4_3_3281 2_2_3986 3_2_1926 2_4_4527 4_2_35 0_1_1960 4_1_4614 3_3_3986 2_2_7756 5_1_2990 5_2_4527 6_1_4156 6_1_2933 5_2_2933 4_2_4527 1_3_2933 5_3_3167 4_3_6075 5_3_6724 5_0_7418 2_6_7780 4_4_7040 6_2_6990 3_3_562 5_3_3986 1_0_2933 3_2_2309 6_3_1291 3_0_5660 2_0_3986 5_0_7780 5_2_1926 6_2_6550 4_3_5560 5_1_2195 5_0_35 5_4_5122 5_1_4825 3_3_5243 3_3_2990 3_1_2990 4_0_6724 0_1_2990,-14.446666666666667,-14.063333333333333,-13.586666666666664
7,-12.469005847953218,5_3_4527 2_3_3986 4_2_35 3_3_562 4_3_1926 4_4_3281 6_1_4156 3_3_3281 5_1_2990 6_2_4527 4_2_3281 4_3_3942 4_0_2933 2_2_3986 3_1_3312 5_3_562 4_3_5219 5_3_2933 4_2_4527 4_3_3281 5_3_3281 4_3_6075 5_3_2990 3_3_2990 0_1_2990 2_2_7756 5_2_4527 3_1_2990 1_2_1926 4_3_588 4_0_6075 2_2_466 2_4_2990 3_3_4825 6_3_2990 2_1_4825 2_1_7756 5_4_3815 4_1_8865 0_3_2990 5_1_4156 4_0_4587 1_4_1926 5_3_3334 5_0_2990 5_3_4825 4_2_1121 6_3_4156 2_3_7756 4_3_3986 5_0_9397 4_3_6724 0_2_1926 5_6_4156 2_5_1926 4_3_4335 2_3_6776,-15.146666666666667,-14.633333333333335,-14.073333333333332
8,-12.710714285714285,1_3_3281 3_2_3281 3_3_562 3_3_2990 4_2_35 6_3_888 0_3_4527 2_4_3281 2_4_4527 1_2_3281 0_4_1926 5_3_2990 4_2_2933 6_3_4156 1_4_1926 3_4_3281 3_3_4825 4_2_4527 0_3_2990 6_6_4527 5_3_6509 4_2_3281 0_2_1926 6_3_4527 6_3_2990 4_3_6075 5_3_3281 0_1_2990 2_2_7756 4_3_3281 5_3_85 3_3_2933 4_2_2990 6_4_4156 4_1_1926 1_5_6724 6_1_2990 0_0_4156 5_1_7756 0_3_7756 4_3_9354 4_2_8660 5_3_1563 3_6_6075 6_0_2990 4_1_5219 1_6_1926 4_2_3617 6_3_4825 2_3_2990 2_2_4825 0_3_7919 4_4_562 4_2_3211 2_4_5050 4_2_3986,-15.213333333333333,-14.9,-14.405000000000001
9,-12.34327485380117,4_2_4527 1_3_3281 4_3_3281 6_2_2223 0_3_2990 4_5_3281 4_1_35 4_2_2990 0_2_2014 4_1_3281 1_0_3281 1_5_3281 2_5_3281 6_0_3402 0_2_1755 3_1_3281 2_3_3281 0_3_4981 5_2_3281 3_0_7998 6_3_4156 1_2_4155 4_2_3281 4_2_35 2_6_3281 0_3_7756 6_3_2990 4_3_6075 5_3_2990 3_2_3281 1_2_3281 3_3_2990 5_3_3281 4_2_7300 3_2_4825 4_3_8141 4_3_2990 5_2_2416 1_4_5219 0_6_2990 1_3_1971 0_2_8309 0_2_8079 6_2_7294 1_3_9561 0_1_1926 4_2_5219 4_2_6142 4_2_7919 4_4_5219 3_3_4247 1_0_2990 4_3_8202 2_4_7471 4_2_7044 4_3_7756 1_3_3986,-15.213333333333333,-14.930000000000001,-14.441666666666668
10,-12.377777777777776,2_6_3281 4_4_3281 4_2_5219 1_2_3281 4_2_3281 3_2_7831 2_3_2990 3_3_3281 3_1_2990 3_3_2990 3_2_4825 4_1_3281 4_2_9272 1_5_3281 3_0_3281 4_3_3281 2_4_3281 2_0_3281 0_3_7756 6_3_3281 6_3_2990 0_3_2990 4_2_2990 4_3_6075 5_3_2990 3_2_3281 4_3_2990 0_0_7756 0_3_1926 4_5_1846 4_1_7019 0_4_4981 1_0_3292 3_3_3703 3_2_2990 0_3_4825 1_2_8868 1_3_2990 4_5_8141 4_3_4156 2_3_5527 5_3_5484 2_4_1881 2_0_7756 4_1_2705 2_2_2416 0_3_7896 2_5_4981 0_2_7756 0_1_4981 3_0_1196 4_4_8141 4_6_5219 5_3_8366 0_5_7294 4_2_1755 0_2_3340,-15.213333333333333,-14.99333333333333,-14.563333333333336
11,-11.612068965517242,3_2_4825 0_2_3281 3_2_2990 3_0_3281 4_3_4156 4_2_3281 2_6_3281 4_3_3281 4_3_7539 4_6_3281 1_2_8868 1_0_3292 3_2_3281 0_2_1926 3_3_3281 1_0_3281 4_5_8141 6_3_2990 0_3_2990 4_2_2990 4_3_6075 0_2_7756 5_3_2990 0_0_7756 1_2_3281 4_4_5469 1_0_3730 4_3_3365 0_1_3034 5_6_3292 0_4_481 2_0_2990 4_0_2990 4_4_5507 5_2_5228 3_1_5225 1_1_2055 4_2_4981 1_2_9272 0_2_9145 5_5_4156 0_2_1074 0_2_8582 2_3_5989 3_6_4238 6_5_9272 1_3_8366 4_3_8580 3_0_7173 2_1_8868 3_2_5365 2_2_2990 2_4_3060 1_2_2990 5_5_9425 0_1_5012 6_0_9272 0_4_2735,-15.313333333333333,-15.083333333333334,-14.354999999999999
12,-11.935672514619883,4_6_3281 2_2_3281 4_3_6075 0_2_3281 3_2_5365 3_3_6075 4_5_8141 1_1_2055 3_2_3281 4_3_1442 1_2_3281 6_2_3281 0_0_3730 4_0_3281 4_2_1926 0_5_3281 3_3_3281 1_0_3730 6_6_3281 6_3_2990 0_3_2990 4_2_3281 4_2_2990 0_2_7756 5_3_2990 0_0_7756 0_2_4981 4_4_3658 1_0_7756 4_2_8171 4_4_5750 5_3_3730 0_2_8868 3_4_2735 4_2_8366 3_2_2718 4_2_3292 4_3_1644 3_3_9272 1_2_3730 1_6_3730 2_3_6075 4_0_7756 4_3_5365 3_4_5225 3_1_7873 5_0_1890 4_3_4223 0_0_8366 4_2_2679 1_2_8366 3_5_5365 4_1_2055 4_2_8580 2_2_2451 1_2_4103 6_4_2735,-15.313333333333333,-15.086666666666668,-14.531666666666666
13,-12.153448275862068,2_1_3281 5_4_3281 2_2_2451 0_6_3281 2_3_7626 1_3_2990 1_2_8366 1_2_4103 5_6_3292 3_4_2735 5_2_3281 4_6_3281 4_3_6075 3_3_3281 6_2_3281 2_3_2990 4_2_3292 5_3_3281 0_3_3281 1_1_3281 0_2_3281 6_3_2990 0_3_2990 4_2_3281 4_2_2990 0_2_7756 5_3_2990 0_0_7756 2_0_8366 4_4_8580 6_6_2735 4_3_7253 4_3_3292 3_2_2038 5_1_4224 4_2_5365 1_0_7641 4_2_7089 4_1_8625 6_4_9521 4_0_1615 4_2_3730 1_2_6452 0_2_8366 4_2_2055 1_5_2451 1_4_2735 3_0_8606 2_2_5917 6_0_8093 0_2_4020 1_0_3795 2_2_8366 4_2_8499 1_0_8366 5_2_2990 5_2_3292 1_1_7756,-15.313333333333333,-15.106666666666666,-14.675000000000002
14,-11.73103448275862,2_2_8366 4_3_2990 1_4_2735 1_2_3281 6_3_2990 4_5_3281 0_1_2990 5_1_3281 1_4_3281 4_6_3281 4_2_3292 3_4_3281 0_4_3281 4_2_2990 4_2_8366 1_0_3795 0_2_3281 0_3_2990 4_2_3281 4_3_6075 0_2_7756 0_3_3281 5_3_2990 0_0_7756 6_6_6075 5_4_7641 2_0_5162 1_3_4235 4_1_2945 2_4_9521 2_5_3446 2_3_5182 0_4_7021 6_3_2451 2_2_3947 1_0_5189 4_2_5414 3_3_7253 3_0_1094 1_4_5168 2_2_2006 2_3_4714 6_4_8366 1_2_1168 1_0_9573 1_2_6413 6_2_442 6_0_3441 4_4_7253 4_3_7355 6_0_9521 5_2_8607 3_2_7253 4_4_1298 2_6_250 1_0_7436 4_5_1628 5_2_4494,-15.313333333333333,-15.126666666666665,-14.435000000000002
15,-11.763157894736842,4_4_7253 2_3_4714 4_3_2990 6_6_3281 4_5_3281 2_0_2990 3_6_6075 0_2_7756 0_0_34 0_6_3281 6_0_3441 5_2_2990 1_3_6075 5_5_3281 4_2_2990 4_2_3292 4_1_3281 5_1_3281 4_3_3281 0_2_3281 6_3_2990 0_3_2990 4_2_3281 4_3_6075 0_3_3281 5_3_2990 5_2_6880 6_2_2990 5_3_1047 2_3_4235 0_0_3441 1_3_5414 6_6_9521 6_6_7253 4_0_8614 4_0_1255 5_1_8942 6_4_1298 1_0_7253 4_3_5182 0_3_442 2_2_591 6_3_7253 5_0_7641 6_2_4235 6_0_7948 1_2_8543 6_0_7434 6_4_7253 0_4_2990 6_6_3292 3_2_7756 0_4_487 3_4_9185 3_3_5182 6_4_3700 5_2_2125,-15.313333333333333,-15.126666666666665,-14.550000000000002
16,-12.525862068965516,4_2_3281 3_3_3281 5_1_2990 1_3_2990 3_3_6075 5_2_2990 3_2_3281 6_1_2990 4_4_1298 4_3_2990 0_2_3281 0_1_3281 6_3_7253 0_3_8965 6_3_2990 0_3_2990 4_2_2990 4_3_6075 0_2_7756 5_1_3281 0_3_3281 5_3_2990 1_6_3441 6_0_8614 2_5_7960 0_2_589 0_6_6880 1_4_8543 6_4_4218 4_2_7381 6_3_3803 2_0_8614 0_2_5414 5_1_7253 3_2_3951 5_2_5414 3_0_1298 6_3_5414 0_3_8825 6_2_7253 0_1_487 5_6_5990 4_4_2990 0_2_442 5_2_1438 4_2_8543 6_5_8848 3_3_5087 4_2_4691 0_3_591 0_2_2990 6_3_9295 1_1_7253 3_0_2990 5_0_1072 6_0_1298 3_5_2990 4_2_5068,-15.406666666666666,-15.206666666666669,-14.743333333333334
17,-12.745061728395065,3_0_3281 6_3_2990 0_3_3281 5_0_1072 0_0_3281 6_2_7253 0_2_3281 3_1_3281 0_4_2990 5_2_2990 1_2_8543 0_3_8825 4_3_2990 3_1_2990 5_1_3281 1_2_2990 2_3_3281 4_1_3281 0_2_7756 5_3_3281 0_2_2990 0_2_1298 2_6_3281 3_3_2990 4_2_2990 3_5_3281 5_1_2990 3_3_6075 0_1_3281 0_3_2990 4_2_3281 4_3_6075 2_1_5720 4_0_4651 0_3_4452 5_2_7589 1_3_7253 0_2_1996 4_3_7892 6_0_7253 0_2_7491 1_3_8614 4_0_1298 2_6_442 0_2_7253 0_3_6906 3_0_7872 3_0_8543 1_1_2606 0_5_7756 6_3_655 5_4_8236 2_2_8614 2_5_442,-15.406666666666666,-15.213333333333335,-14.856666666666666
18,-12.11988304093567,4_1_3281 4_2_2990 2_3_3281 2_2_2990 3_3_7253 0_2_3281 0_3_4452 0_6_3281 4_0_2990 3_4_3281 3_2_3281 0_3_6906 0_6_2990 5_1_3281 3_2_7253 0_4_2990 2_2_3281 6_3_3281 3_0_3281 0_5_7756 0_2_7491 0_1_3281 6_3_2990 0_3_2990 4_2_3281 4_3_6075 0_2_7756 0_0_3281 5_6_157 6_4_8825 6_1_2606 4_2_5890 2_1_8694 0_5_7253 0_3_7253 0_1_823 0_0_2990 4_4_7756 0_0_1069 3_0_3261 5_6_8622 0_2_8825 5_1_6884 0_3_9136 1_2_8500 0_2_7924 0_0_7253 3_3_4452 4_0_4436 1_3_1286 0_2_3674 4_0_6065 3_0_2471 4_1_2990 4_3_6906 5_6_3144 0_3_4696,-15.406666666666666,-15.213333333333335,-14.684999999999997
19,-11.844252873563219,0_0_7253 2_0_3281 1_3_3281 0_2_7253 4_0_3281 4_3_2990 2_3_2990 0_3_6906 3_2_2990 5_3_2990 0_5_7756 0_3_7253 5_1_3281 0_0_2990 4_6_3281 3_1_6075 1_6_3281 3_6_3281 0_3_3281 5_2_2990 2_2_3281 0_0_3281 4_3_3281 0_2_3281 0_1_3281 6_3_2990 0_3_2990 4_2_3281 4_2_2990 4_3_6075 0_2_7756 4_3_2473 2_1_9195 5_1_6756 0_3_8772 4_3_3505 5_4_6884 4_3_8694 0_6_2664 1_0_2891 2_0_3261 6_1_8592 1_3_6906 4_3_654 4_1_6679 0_4_4696 4_6_4436 4_2_2217 3_2_2975 0_3_4699 2_3_3562 2_2_1259 0_6_4452 0_0_4145 0_6_1697 4_0_8336 4_2_2492 3_5_7464,-15.406666666666666,-15.213333333333335,-14.79666666666667
