gen,mean_score,compound,best_5_score,best_10_score,best_20_score
0,-10.579333333333336,5_6_6286 0_6_8719 5_6_407 5_2_3984 3_1_2028 5_4_3814 3_2_900 1_3_7323 1_6_4670 5_5_9480 5_5_9533 5_3_6470 6_3_7952 3_3_9295 4_3_4574 2_1_4820 5_1_8189 1_3_7294 6_5_3776 2_4_7536 3_4_4438 2_5_830 2_4_405 3_2_5361 1_1_3780 5_0_8514 3_0_43 5_6_4314 6_0_6475 1_2_4529 2_2_5939 1_3_4177 6_1_4073 0_6_7310 0_5_4643 1_4_8412 0_1_1956 4_5_3685 2_6_6471 3_2_1204 6_4_5945 6_5_2051 6_5_776 2_0_1467 2_0_3846 4_2_4860 4_0_4179 1_4_2496 5_5_4867 2_1_9579,-12.499999999999998,-12.146666666666667,-11.736666666666668
1,-10.88888888888889,2_3_69 3_2_900 1_2_7294 5_3_4179 4_5_3685 3_2_1204 5_1_7323 1_0_3780 4_1_4574 6_0_5945 0_6_8719 4_0_4179 3_6_954 1_4_2496 5_0_7294 1_0_9006 1_2_7437 1_0_7323 2_0_43 1_6_3223 2_1_5361 6_4_5945 2_5_830 3_3_4600 3_3_9295 1_3_7323 1_1_3780 6_1_4073 0_1_1956 2_1_9579 1_4_8412 2_4_405 5_2_3984 5_1_8189 1_2_4529 2_3_3988 2_5_8624 3_0_4650 1_2_4608 2_0_900 3_1_5361 5_1_5945 0_5_4860 6_5_4679 2_1_405 0_6_1299 3_5_9480 6_0_9533 4_3_6357 4_0_3685 1_6_8189 1_1_4670 3_4_900 6_1_5945 0_2_2313 5_1_4867 4_1_4233 0_0_8719 0_6_3780 3_2_5062,-13.453333333333333,-12.966666666666665,-12.433333333333334
2,-11.370689655172415,5_1_8189 0_6_8719 0_0_8719 1_0_8528 1_0_4043 4_0_7323 6_1_5945 2_0_900 4_1_4608 2_1_405 1_1_3780 2_4_405 1_0_3780 5_5_4073 5_0_4179 0_4_6538 5_3_7323 3_1_5054 5_4_1204 1_3_906 6_0_7029 4_0_4179 5_1_3984 0_2_3321 4_1_4233 5_1_7323 1_0_7323 1_3_7323 1_2_4608 5_1_5945 4_3_6357 1_0_9006 6_1_4073 3_5_3780 0_5_4073 5_1_1956 5_5_4179 2_1_6551 4_4_9149 1_0_3403 5_1_4670 4_3_4600 4_2_4922 5_2_5820 5_2_5062 4_0_8719 5_3_1956 2_3_4400 2_6_8314 3_6_8563 1_4_1340 1_3_4600 1_0_4650 1_2_43 3_5_4600 3_2_4233 5_1_405 2_0_2749,-13.633333333333335,-13.229999999999999,-12.739999999999998
3,-11.158045977011493,2_1_3780 1_4_9006 3_2_5054 5_0_4608 1_2_4608 1_3_906 0_4_4179 1_0_8528 5_1_6538 3_1_7323 3_5_43 1_2_4073 1_0_7323 0_2_7323 1_1_5054 4_2_4608 2_6_47 1_2_43 5_0_3984 5_0_7323 1_6_43 5_1_6334 3_2_6842 4_1_4608 5_1_7323 1_3_7323 4_0_7323 5_1_5945 1_1_3780 4_3_6357 5_3_7323 6_1_4600 4_0_4608 4_0_8528 5_2_2253 1_5_7616 1_2_8652 4_0_43 5_5_8189 3_0_4043 0_2_5062 4_5_900 3_1_9149 4_1_5945 0_6_8528 5_3_5945 1_5_4608 1_1_4600 1_0_900 5_0_1357 0_4_4942 6_5_4600 6_1_7409 6_1_4670 1_0_1648 2_0_5062 3_4_9149 5_4_9149,-13.886666666666667,-13.55,-13.14
4,-11.354444444444445,3_0_7323 1_2_84 6_5_4600 0_4_7323 0_1_4179 4_3_8481 4_5_5062 1_0_8528 0_0_2398 3_2_7323 6_5_4360 5_2_2469 6_4_5945 1_4_9006 3_0_6613 5_2_7323 5_3_4073 0_2_7323 4_1_4608 5_1_7323 1_0_7323 1_2_4073 1_3_7323 1_2_4608 3_1_7323 4_0_7323 5_1_5945 1_5_6752 2_4_5054 4_6_4327 1_1_3432 0_2_7360 1_2_5062 4_6_47 5_1_6957 1_5_4670 5_2_1764 6_4_4600 6_5_590 5_0_6334 3_1_5323 4_0_4153 3_1_2366 5_6_2564 1_2_4439 6_4_3984 4_0_3780 5_2_5945 0_2_7073 5_2_7338 5_6_6334 5_1_3241 6_0_4600 1_5_8652 6_4_5730 0_4_5062 6_0_4043 4_2_1087 0_6_6334 6_2_8528,-14.133333333333335,-13.74,-13.253333333333334
5,-11.892090395480226,1_1_7323 2_1_7323 1_2_4617 1_2_2181 5_0_6334 2_0_7323 1_3_84 6_0_4600 1_2_5062 1_2_84 0_2_2398 4_1_7323 4_0_4153 6_3_3984 3_2_7323 1_2_4810 6_4_7323 0_4_5062 6_2_7627 1_2_3780 5_2_7323 0_2_7323 4_1_4608 5_1_7323 0_2_7073 1_0_7323 1_2_4073 1_3_7323 1_2_4608 0_4_7323 0_3_7156 3_5_4670 2_3_6261 3_0_5062 4_2_1860 1_4_5062 3_1_1006 0_0_7931 5_0_6957 0_2_4513 1_6_8528 5_3_6957 1_3_8528 0_4_4600 1_2_4456 1_4_8861 1_3_6334 1_5_8718 1_3_3144 1_4_4600 5_2_1296 5_2_6633 6_4_2398 5_1_6152 0_0_2452 5_0_5090 2_4_4153 1_2_8528 5_2_5059,-14.166666666666668,-13.850000000000003,-13.460000000000003
6,-11.898305084745765,4_2_7323 0_2_4513 5_0_7323 6_5_4482 0_1_4073 0_0_2398 4_2_4608 1_2_7323 2_6_7347 5_6_7323 1_5_4073 2_2_7323 4_3_7198 5_2_7323 1_2_3780 1_2_94 2_2_2181 0_0_7510 4_0_4153 1_2_8528 1_0_6129 5_2_3780 1_2_4608 3_1_9072 0_2_5062 0_2_7323 4_1_4608 5_1_7323 0_0_7931 0_2_7073 4_1_7323 1_0_7323 1_2_4073 1_3_7323 3_1_6814 1_2_1574 5_5_6957 1_2_1296 5_4_5062 1_2_9223 4_2_6586 0_4_6957 3_1_4153 2_0_8528 6_0_5666 5_4_9004 4_1_6957 5_2_5620 6_3_6633 3_4_5062 6_1_6152 1_1_4073 2_3_6843 2_1_8878 1_0_5512 2_3_8332 1_0_6185 1_4_1222 2_2_6061,-14.166666666666668,-13.95,-13.520000000000001
7,-12.101694915254235,0_1_4840 1_5_7323 1_0_2987 4_1_7323 6_1_7323 2_0_2151 0_3_6185 0_0_7323 4_1_4073 1_2_1002 5_0_7323 4_0_7323 1_3_9132 4_1_4404 2_1_8878 0_0_8642 1_2_4958 2_3_7323 1_5_4073 3_1_4153 0_2_1087 2_2_4537 0_2_4073 5_4_7323 0_2_7323 5_2_7323 4_1_4608 5_1_7323 0_0_7931 1_2_7323 0_2_7073 4_2_7323 0_1_4073 5_0_2841 3_3_4153 5_1_1222 3_1_8878 4_1_6129 6_1_5062 2_0_7997 1_4_8160 2_3_6814 1_1_9004 6_1_8878 2_1_4153 1_0_6093 6_3_9223 0_0_6957 1_4_4073 1_1_648 5_0_1966 4_4_1746 2_1_5926 2_0_9004 1_2_8878 1_0_8490 1_0_6449 5_0_7771 6_0_6957,-14.166666666666668,-14.003333333333334,-13.628333333333334
8,-12.10059523809524,1_0_6093 1_1_1746 0_0_6129 6_1_7323 4_5_7323 2_5_7323 4_2_7323 0_1_7323 3_1_7323 5_4_5516 5_1_7323 0_2_9592 4_1_7323 5_4_7323 0_0_7931 5_6_4394 4_2_4073 4_0_7323 1_4_7323 6_2_5087 4_3_6152 0_4_7323 4_4_1746 2_1_7323 0_0_7323 4_1_4404 6_5_1720 0_2_7155 0_0_6303 1_4_4073 0_2_7323 5_2_7323 0_2_4073 4_1_4608 1_2_7323 0_2_7073 0_2_6169 5_1_9350 2_2_2106 0_6_7931 4_5_5570 4_4_3653 0_1_7237 6_3_1746 4_0_1546 5_2_1087 2_5_1353 6_1_8902 3_1_9380 5_4_6093 0_1_5393 1_3_6093 1_4_6093 0_1_1982 2_4_1087 1_6_1778,-14.313333333333333,-14.126666666666669,-13.801666666666668
9,-12.064880952380951,6_2_9457 0_1_5393 0_2_7323 5_0_7323 4_0_1546 4_1_2106 4_0_7323 4_1_7323 6_1_4608 0_2_4073 3_1_7323 0_2_6169 2_2_7323 4_2_7323 3_4_7323 1_1_7323 4_2_2106 0_1_7323 6_1_7323 3_1_8690 4_1_6134 5_2_7323 5_1_7323 0_0_7931 4_1_4608 1_2_7323 4_2_4073 6_3_1982 3_3_6093 0_2_4902 0_5_7931 0_3_4979 6_4_5811 4_1_5665 0_4_7073 5_2_6152 1_4_5393 4_0_8902 2_4_8328 5_4_9380 2_2_5087 1_1_6981 1_4_3196 3_0_4779 0_2_7931 4_0_1314 0_2_8748 2_2_7073 1_1_8902 0_2_8327 0_3_730 0_3_1746 5_1_2135 1_0_8244 5_3_7931 6_5_7931,-14.313333333333333,-14.126666666666669,-13.780000000000001
