gen,mean_score,compound,best_5_score,best_10_score,best_20_score
0,-10.116,1_2_52 5_3_245 1_0_34 0_3_281 2_6_391 0_1_266 4_2_141 6_1_54 2_1_13 2_6_139 1_1_158 2_5_374 6_6_190 0_6_310 2_5_198 4_1_91 1_3_143 0_6_280 6_2_3 2_4_360 4_1_211 3_4_147 3_3_82 1_2_132 6_6_22 5_2_265 4_5_241 5_2_74 5_1_34 3_1_325 5_3_141 1_2_223 5_4_164 5_4_101 2_0_31 5_1_142 6_4_315 6_1_62 2_1_148 3_0_21 2_5_42 2_5_345 2_0_165 2_2_78 6_6_317 5_6_39 2_4_98 6_5_413 0_0_236 6_5_210,-13.14,-12.786666666666665,-12.315
1,-11.10611111111111,5_5_34 0_5_3 5_4_101 0_2_74 5_6_86 1_2_42 0_2_62 1_2_3 3_3_143 5_2_265 0_0_281 0_4_315 5_1_98 4_3_284 4_2_400 2_3_204 1_1_91 6_3_391 0_3_62 1_2_132 2_2_98 4_5_241 1_6_48 6_5_205 5_2_280 2_2_84 6_6_272 2_2_42 5_1_223 5_1_158 0_3_143 0_5_141 3_4_147 0_4_281 6_1_3 1_2_98 4_2_40 0_1_1 5_4_164 1_1_187 0_5_391 6_3_23 2_2_132 6_4_177 1_2_52 5_1_34 1_0_34 1_2_223 6_1_54 6_2_3 4_2_141 2_2_78 6_1_62 5_1_142 6_1_114 ERROR_6_6_413 3_3_147 4_5_116 5_5_101 ERROR_0_5_338,-13.353333333333333,-13.176666666666668,-12.934999999999999
2,-11.996666666666666,6_2_3 0_2_74 5_4_34 5_1_62 0_6_165 6_2_398 1_5_40 6_6_220 5_2_106 5_4_96 1_1_307 6_2_243 1_2_3 1_1_91 1_5_125 5_1_329 0_3_284 2_2_3 4_1_1 5_2_94 2_3_74 1_4_34 5_1_18 0_2_158 2_4_98 6_2_391 1_2_40 6_2_54 5_1_312 6_1_146 0_3_245 2_2_45 4_2_34 5_2_187 1_1_101 1_2_147 5_2_100 0_3_258 6_3_3 4_1_151 1_2_52 1_2_42 4_2_40 5_1_34 1_0_34 6_1_3 0_1_1 0_2_62 2_2_42 1_2_223 1_0_391 ERROR_3_2_381 3_1_98 5_1_73 5_6_42 4_5_400 1_1_62 6_5_124 5_1_132 5_2_400,-13.546666666666667,-13.41,-13.196666666666667
3,-11.915204678362572,4_1_52 5_0_62 3_1_98 1_1_48 3_0_34 5_1_291 0_3_257 4_2_284 1_6_40 5_2_187 2_0_173 6_2_54 4_1_40 1_5_9 2_2_106 0_2_379 1_2_284 1_2_296 6_5_3 0_0_287 5_4_34 5_2_94 5_1_288 3_4_3 1_0_34 3_1_34 3_1_312 6_3_266 6_2_94 1_2_409 2_3_45 5_2_10 4_2_151 2_2_147 1_2_40 0_2_62 5_1_34 0_3_52 3_2_3 0_2_60 4_5_34 5_1_312 4_1_1 2_3_98 5_2_106 4_2_34 6_2_398 1_2_52 1_2_42 4_2_40 0_3_284 2_1_82 4_2_1 5_4_130 3_1_132 3_2_396 6_1_98,-13.553333333333333,-13.446666666666667,-13.194999999999999
4,-11.49770114942529,1_2_40 4_1_284 0_2_62 1_3_409 0_2_257 1_2_221 4_1_82 0_6_40 0_4_396 5_1_291 5_2_40 4_2_40 2_2_26 1_0_34 1_0_52 0_3_257 5_3_94 5_1_106 5_3_284 5_6_323 5_3_308 1_3_284 0_2_151 0_3_34 6_2_185 0_3_409 5_2_52 0_6_287 3_2_396 2_1_98 4_1_334 5_2_54 6_2_54 5_1_197 0_3_40 5_1_357 5_3_62 2_2_94 5_2_106 4_2_34 6_2_398 1_2_52 0_2_379 1_2_42 6_2_94 5_1_34 2_2_82 ERROR_5_2_320 1_1_19 6_5_54 4_1_257 6_2_225 2_3_332 6_1_291 6_5_407 1_6_154 4_2_32 ERROR_0_2_113,-14.060000000000002,-13.763333333333335,-13.503333333333334
5,-12.216384180790959,1_3_405 0_1_284 0_2_221 5_2_379 4_4_398 0_5_342 5_2_54 6_2_396 1_2_106 6_2_94 6_2_317 0_2_270 5_2_34 4_2_344 1_2_54 4_3_409 5_2_106 1_2_98 0_2_42 4_2_128 5_1_40 6_3_353 6_2_291 2_2_94 0_1_97 3_2_166 6_3_225 6_2_221 2_2_216 4_2_292 6_2_295 1_1_62 3_2_52 2_2_308 1_2_382 5_3_257 3_5_42 1_2_93 1_3_201 2_3_94 2_1_291 0_3_40 5_2_40 5_2_52 4_2_34 6_2_398 1_2_52 0_2_257 0_2_379 1_2_42 4_2_291 5_4_284 1_4_380 1_2_257 2_3_284 5_6_82 3_1_248 5_2_160 1_1_208,-14.4,-14.006666666666666,-13.668333333333337
6,-12.292397660818715,5_2_34 1_2_149 0_2_270 5_0_40 1_2_305 5_1_349 0_2_167 2_1_40 4_2_52 6_2_295 1_2_348 1_2_257 5_2_40 0_3_106 1_3_106 1_3_405 1_2_52 0_0_194 2_3_73 3_2_398 3_3_248 1_4_398 5_2_321 1_2_395 1_2_40 0_0_40 0_2_94 1_2_208 6_6_295 6_2_172 6_2_202 0_6_106 4_0_106 6_2_106 0_2_396 1_3_82 0_2_2 6_2_382 1_2_106 5_2_10 5_2_54 5_1_288 0_4_398 1_5_34 5_3_40 3_2_34 0_3_40 0_2_42 5_1_40 5_2_106 5_2_52 4_2_34 6_2_398 6_2_118 5_4_112 6_0_379 4_5_201,-14.886666666666667,-14.3,-13.868333333333334
7,-12.164367816091954,4_3_34 1_0_40 1_1_34 6_2_106 2_3_398 3_2_167 4_2_295 5_2_40 6_2_254 3_4_398 3_2_197 0_4_194 1_2_405 2_3_40 5_2_54 5_4_331 5_6_106 4_0_106 0_2_270 5_3_106 0_2_106 0_2_398 1_0_177 2_2_257 5_3_259 2_2_40 1_2_34 0_2_155 6_2_94 3_2_52 5_1_365 1_5_235 6_2_311 0_3_194 5_3_87 6_4_112 5_3_348 5_0_40 0_2_34 6_2_40 3_4_106 5_3_398 1_2_267 2_0_40 0_3_40 0_3_106 5_3_40 0_2_42 5_1_40 5_2_106 6_2_295 6_2_172 1_6_202 ERROR_0_2_415 5_1_348 1_0_159 2_1_10 6_6_179,-15.026666666666667,-14.500000000000004,-14.030000000000001
8,-12.510303030303033,0_0_62 6_2_270 1_3_34 3_1_197 5_1_40 6_0_202 5_2_400 1_1_40 3_4_194 0_3_398 5_2_339 4_5_398 1_3_398 0_0_40 5_3_40 2_2_40 4_3_106 0_2_270 0_3_40 3_2_106 0_2_344 4_3_78 6_3_34 3_1_40 6_1_172 5_5_249 0_4_172 0_5_194 5_2_93 5_1_310 0_2_398 5_2_257 5_3_30 0_4_241 5_3_267 2_3_40 3_2_105 3_1_278 5_1_270 6_5_40 4_3_278 0_3_197 2_1_10 0_1_164 5_2_40 4_3_34 0_3_106 0_2_34 0_2_42 0_2_106 5_3_398 5_4_208 2_6_172 5_2_267 5_0_299,-15.026666666666667,-14.656666666666666,-14.118333333333334
9,-12.108187134502923,5_2_339 5_2_287 2_5_299 2_5_40 6_6_398 0_2_267 5_0_106 5_0_169 0_5_120 3_2_72 0_3_398 5_2_365 6_2_398 0_1_10 2_2_40 5_3_30 0_4_40 1_3_34 0_3_106 5_3_110 1_4_270 0_2_344 5_3_339 5_6_270 2_4_165 5_3_40 0_3_189 4_0_270 0_1_409 0_1_40 5_3_137 4_2_93 0_2_89 0_1_140 0_2_40 4_3_40 4_2_30 6_1_68 2_2_34 0_1_310 6_2_276 3_2_344 3_1_34 5_3_310 0_3_40 0_2_270 0_2_34 4_3_106 2_3_40 0_1_164 0_2_398 ERROR_4_3_384 5_6_299 3_4_309 1_3_178 1_5_172 4_3_140,-15.086666666666668,-14.820000000000002,-14.196666666666667
